"wikidataId","fullName","frName","birthDate","birthPlace","deathDate","deathPlace","height","positions"
"Q54887000","Tristan Labouteley","Tristan Labouteley",1995-04-12,"Mont-Saint-Martin; Meurthe-et-Moselle",NA,NA,202,"2nd Row"
"Q54995092","Leva Fifita","Leva Fifita",1989-07-29,"Vavaʻu",NA,NA,195,"2nd Row"
"Q55081123","Giosuè Zilocchi","Giosuè Zilocchi",1997-01-15,"Fiorenzuola d'Arda",NA,NA,189,"Tighthead Prop"
"Q55081163","Zack Henry","Zack Henry",1994-10-01,"Brighton",NA,NA,182,"Fly-Half; Fullback"
"Q55081253","Arthur Coville","Arthur Coville",1998-02-04,"Versailles; Yvelines",NA,NA,178,"Scrum-Half"
"Q55081476","Cherif Traorè","Cherif Traorè",1994-04-10,"Kindia",NA,NA,182,"Loosehead Prop"
"Q55092450","Jack Singleton","Jack Singleton",1996-05-14,"Dacorum",NA,NA,180,"Hooker"
"Q55092457","Theo Jansen van Rensburg","Theo van Rensburg",1967-08-26,"Carletonville",NA,NA,177,"Fullback; Fly-Half"
"Q55103545","Daniel Brennan","Daniel Brennan",1998-09-23,"Dublin",NA,NA,192,"Prop"
"Q55138411","Giorgi Nutsubidze","Giorgi Nutsubidze",1998-11-11,"Borjomi",NA,NA,178,"Prop"
"Q55214960","Demba Bamba","Demba Bamba",1998-03-17,"Saint-Denis; Seine-Saint-Denis",NA,NA,185,"Tighthead Prop"
"Q55217211","Setariki Tuicuvu","Setariki Tuicuvu",1995-09-07,NA,NA,NA,179,"Fullback; Centre; Winger"
"Q55268057","Thomas Curutchet","Thomas Curutchet",1995-06-26,"Bayonne",NA,NA,177,"Fly-Half; Centre"
"Q55268183","Sylvère Reteau","Sylvère Reteau",1997-11-06,"Dax; Landes",NA,NA,185,"Scrum-Half; Centre"
"Q55314932","Mattieu Bidau","Mattieu Bidau",1996-01-16,"Pessac",NA,NA,202,"2nd Row"
"Q55315081","Benjamin Puntous","Benjamin Puntous",1999-09-17,"Dax; Landes",NA,NA,179,"Centre"
"Q55315111","Théo Gatelier","Théo Gatelier",1998-03-31,"Dax; Landes",NA,NA,179,"Fullback; Winger"
"Q55315310","Yann Tivoli","Yann Tivoli",1992-01-23,"Cannes",NA,NA,195,"2nd Row"
"Q55367929","Alexander Moon","Alexander Moon",1996-09-06,"Ipswich",NA,NA,202,"2nd Row"
"Q55381516","Frédéric Tauzin","Frédéric Tauzin",1972-09-01,NA,NA,NA,181,"Centre"
"Q55424332","Lucas Sotteau","Lucas Sotteau",1993-08-30,NA,NA,NA,186,"Prop"
"Q55530234","Naoto Saito","Naoto Saito齋藤直人",1997-08-26,"Kanagawa Prefecture",NA,NA,165,"Scrum-Half"
"Q55584132","Max Llewellyn","Max Llewellyn",1999-01-13,"Kingston upon Thames",NA,NA,196,"Centre; Winger"
"Q55584143","Kieran Hardy","Kieran Hardy",1995-11-30,"Carmarthen",NA,NA,186,"Scrum-Half"
"Q55584550","Rio Dyer","Rio Dyer",1999-12-21,"Newport; Wales",NA,NA,186,"Winger"
"Q55584710","Herschel Jantjies","Herschel Jantjies",1996-04-22,"Stellenbosch",NA,NA,167,"Scrum-Half"
"Q55585120","Ruan Nortjé","Ruan Nortjé",1998-07-25,"Pretoria",NA,NA,200,"2nd Row; Flanker"
"Q55585247","Sione Havili","Sione Havili Talitui",1998-01-25,"Nukuʻalofa",NA,NA,187,"Flanker; Number 8"
"Q55589659","Jimi Maximin","Jimi Maximin",1999-04-03,"Paris",NA,NA,204,"2nd Row"
"Q55589663","Serge Marsolan","Serge Marsolan",1945-04-22,"Samatan",NA,NA,170,NA
"Q55589665","Gay","Gay",1898-01-01,NA,NA,NA,NA,"Fly-Half"
"Q55589666","Valès","Valès",1899-01-01,NA,NA,NA,NA,"2nd Row"
"Q55589668","Jean-Noël Spitzer","Jean-Noël Spitzer",1974-03-07,NA,NA,NA,NA,"Flanker"
"Q55589672","Enzo Forletta","Enzo Forletta",1994-06-15,"Perpignan",NA,NA,175,"Loosehead Prop"
"Q55589678","Raphaël Carbou","Raphaël Carbou",1992-09-06,"Narbonne",NA,NA,185,"Hooker"
"Q55589680","Alan Brazo","Alan Brazo",1992-05-21,"Ploërmel",NA,NA,192,"Flanker"
"Q55589687","Lucas Bachelier","Lucas Bachelier",1995-03-26,NA,NA,NA,188,"Flanker"
"Q55589688","Romuald Séguy","Romuald Séguy",1996-02-05,"Narbonne",NA,NA,178,"Fly-Half"
"Q55589689","Julien Farnoux","Julien Farnoux",1993-04-24,"Clermont-Ferrand",NA,NA,185,"Fullback; Winger"
"Q55589691","Lucas Tauzin","Lucas Tauzin",1998-05-21,"Mont-de-Marsan",NA,NA,187,"Winger; Centre"
"Q55589692","Berend Botha","Berend Botha",1988-03-11,"Springs; South Africa",NA,NA,196,"2nd Row"
"Q55589693","Shahn Eru","Shahn Eru",1989-09-20,"Hamilton; New Zealand",NA,NA,196,"2nd Row; Flanker"
"Q55590010","Cyril Deligny","Cyril Deligny",1992-06-22,"Castres",NA,NA,181,"Hooker"
"Q55590014","Clément Laporte","Clément Laporte",1998-01-07,"Pessac",NA,NA,180,"Fullback; Winger"
"Q55590015","Arthur Vincent","Arthur Vincent",1999-09-30,"Montpellier",NA,NA,183,"Centre; Winger"
"Q55590016","Pierre-Henri Azagoh","Pierre-Henri Azagoh",1998-07-25,"Nîmes",NA,NA,198,"2nd Row; Flanker"
"Q55590017","Charlie Francoz","Charlie Francoz",1998-06-03,NA,NA,NA,195,"3rd Row; 2nd Row"
"Q55590018","Jordan Joseph","Jordan Joseph",2000-07-31,"Garges-lès-Gonesse",NA,NA,190,"Number 8"
"Q55590019","Yassine Maamry","Yassine Maamry",1993-07-08,NA,NA,NA,198,"2nd Row"
"Q55590020","Killian Geraci","Killian Geraci",1999-03-25,"Grenoble",NA,NA,200,"2nd Row"
"Q55590021","Benoît Lazzarotto","Benoît Lazzarotto",1988-01-21,NA,NA,NA,175,"Winger"
"Q55590022","Maxime Marty","Maxime Marty",1998-02-27,"Toulouse",NA,NA,182,"Winger"
"Q55590023","Antonin Berruyer","Antonin Berruyer",1998-09-08,"Saint-Martin-d'Hères",NA,NA,187,"Flanker; Number 8"
"Q55590024","Gervais Cordin","Gervais Cordin",1998-12-10,"Dijon",NA,NA,172,"Fullback; Winger"
"Q55614796","Jack Willis","Jack Willis",1996-12-24,"Reading; Berkshire",NA,NA,190,"Flanker"
"Q55632419","Sam Skinner","Sam Skinner",1995-01-31,"Exeter",NA,NA,196,"2nd Row; Flanker"
"Q55635992","Tom Wright","Tom Wright",1997-07-21,"Randwick; New South Wales",NA,NA,186,"Winger; Centre; Fullback"
"Q55705915","Iges Lapé","Iges Lapé",1996-09-06,NA,NA,NA,181,"Prop"
"Q55755223","Bastien Berenguel","Bastien Berenguel",1994-01-18,NA,NA,NA,192,"Flanker"
"Q55760077","Max Katjijeko","Max Katjijeko",1995-04-08,"Windhoek",NA,NA,195,"2nd Row; 3rd Row"
"Q55760089","TC Kisting","Helarius Kisting",1994-01-13,"Mariental; Namibia",NA,NA,175,"Scrum-Half"
"Q55760202","Cliven Loubser","Cliven Loubser",1997-02-24,"Rehoboth; Namibia",NA,NA,176,"Fly-Half; Fullback"
"Q56051808","Louis Fajfrowski","Louis Fajfrowski",1996-12-06,"Abidjan",2018-08-10,"Aurillac",183,"Winger"
"Q56154436","Ratu Naisa Narukutabua","Ratu Naisa Narukutabua",1982-03-11,"Fiji",NA,NA,185,"Centre; Winger"
"Q56164015","Mihai Wusek","Mihai Wusek",1938-09-21,"Bucharest",2008-10-23,"Lucé; Eure-et-Loir",170,"Centre; Fullback"
"Q56164637","George Tilsley","George Tilsley",1992-02-27,NA,NA,NA,196,"Winger; Centre; Fullback"
"Q56223230","Pieter Jansen van Vuren","Pieter Jansen van Vuren",1991-04-02,"Pretoria",NA,NA,194,"2nd Row"
"Q56223240","Kyle Steyn","Kyle Steyn",1994-01-29,"Johannesburg",NA,NA,183,"Winger; Centre"
"Q56232526","Filipo Nakosi","Filipo Nakosi",1992-04-08,"Votua",NA,NA,183,"Winger; Fullback"
"Q56248386","Jimmy O'Brien","Jimmy O'Brien",1996-11-27,"Eadestown",NA,NA,183,"Fullback; Winger; Centre"
"Q56250251","Wandisile Simelane","Wandisile Simelane",1998-03-21,"Soweto",NA,NA,179,"Centre; Winger; Fullback"
"Q56250280","Tyrone Green","Tyrone Green",1998-03-05,"Klerksdorp",NA,NA,179,"Fullback; Winger"
"Q56250282","Vincent Tshituka","Vincent Tshituka",1998-09-10,NA,NA,NA,195,"Flanker"
"Q56254238","Matthew Rea","Matty Rea",1993-09-21,"Ballymena",NA,NA,193,"Flanker"
"Q56255401","Aphelele Fassi","Aphelele Fassi",1998-01-23,"Qonce",NA,NA,189,"Fullback; Winger"
"Q56309565","Pierre Boudehent","Pierre Boudehent",1998-02-06,NA,NA,NA,196,"Centre; Winger"
"Q56309591","Tavite Veredamu","Tavite Veredamu",1989-09-01,NA,NA,NA,188,"Winger"
"Q56311452","Tudor Stroe","Tudor Stroe",1993-09-06,"Auch",NA,NA,185,"Loosehead Prop"
"Q56311829","Eugeniu Stefan","Eugeniu Ștefan",1953-06-15,"Slatina; Romania",NA,NA,185,"Prop"
"Q56312468","Gilles Galvin","Gilles Galvin",1969-02-24,"Tulle",NA,NA,187,"Flanker"
"Q56372595","Charles Bouldoire","Charles Bouldoire",1993-06-08,NA,NA,NA,184,"Fullback; Centre"
"Q56410339","Camille Bonnet","Camille Bonnet",1918-08-31,"Loubédat",2020-11-17,"Valence; Drôme",170,"Centre; Fly-Half; Fullback"
"Q56434164","Sione Vailanu","Sione Vailanu",1995-01-27,"Tongatapu",NA,NA,185,"Number 8"
"Q56434188","Gavin Coombes","Gavin Coombes",1997-12-11,"Skibbereen",NA,NA,198,"Number 8; Flanker; 2nd Row"
"Q56486294","Max Malins","Max Malins",1997-01-07,"Cambridge",NA,NA,181,"Winger; Fullback; Fly-Half"
"Q56543993","Nemani Nagusa","Nemani Nagusa",1988-07-21,"Nadi",NA,NA,188,"Number 8; Flanker"
"Q56543999","Pedro Bettencourt","Pedro Bettencourt",1994-11-18,"Porto",NA,NA,187,"Centre; Winger; Fullback"
"Q56544008","Farai Mudariki","Farai Mudariki",1995-02-13,"Harare",NA,NA,184,"Prop"
"Q56561658","Michael Faleafa","Michael Faleafa",1992-02-03,"Auckland",NA,NA,189,"Number 8; Flanker"
"Q56583968","Étienne Loiret","Étienne Loiret",1996-06-30,"Canberra",NA,NA,200,"2nd Row"
"Q56584898","Luigi Dias","Luigi Dias",1998-02-14,"Dax; Landes",NA,NA,189,"Number 8"
"Q56585711","Tim Jaubert","Tim Jaubert",1992-12-17,NA,NA,NA,184,"Winger"
"Q56599237","Brice Ferrer","Brice Ferrer",1994-04-12,NA,NA,NA,192,"Flanker; Number 8"
"Q56599249","Hugo Cerisier","Hugo Cerisier",1998-07-08,NA,NA,NA,184,"Fly-Half; Fullback"
"Q56641621","Rhys Carré","Rhys Carré",1998-02-08,"Cardiff",NA,NA,191,"Loosehead Prop"
"Q56651214","Monty Ioane","Monty Ioane",1994-10-30,"Melbourne",NA,NA,180,"Winger"
"Q56678393","Joe Heyes","Joe Heyes",1999-04-13,"Nottingham",NA,NA,191,"Tighthead Prop"
"Q56690588","Diarmuid Barron","Diarmuid Barron",1998-08-06,"Cashel; County Tipperary",NA,NA,183,"Hooker"
"Q56810144","Ray Niuia","Ray Niuia",1991-06-19,"Ōtāhuhu",NA,NA,176,"Hooker"
"Q57017815","Billy Searle","Billy Searle",1996-03-25,"Exeter",NA,NA,178,"Fly-Half"
"Q57242321","Leicester Fainga'anuku","Leicester Fainga'anuku",1999-10-11,"Nukuʻalofa",NA,NA,188,"Winger; Centre"
"Q57585126","Len Ikitau","Len Ikitau",1998-10-01,"Brisbane",NA,NA,180,"Centre"
"Q57585129","Noah Lolesio","Noah Lolesio",1999-12-18,"Auckland",NA,NA,180,"Fly-Half; Centre"
"Q57585253","Julien Hériteau","Julien Hériteau",1994-09-12,"Auch",NA,NA,184,"Centre"
"Q57586301","Cai Evans","Cai Evans",1999-06-23,"Penarth",NA,NA,185,"Fly-Half; Fullback"
"Q57586448","Caelan Doris","Caelan Doris",1998-04-02,"Ballina; County Mayo",NA,NA,193,"Number 8"
"Q57586463","Will Connors","Will Connors",1996-04-04,"Donadea",NA,NA,195,"Flanker"
"Q57586493","Ciarán Frawley","Ciarán Frawley",1997-12-04,"Sydney",NA,NA,191,"Centre; Fly-Half; Fullback"
"Q57587669","Tommy Reffell","Tommy Reffell",1999-04-27,"Bridgend",NA,NA,184,"Flanker"
"Q57986244","Josias Daoudou","Josias Daoudou",1995-10-19,NA,NA,NA,185,"Winger; Fullback"
"Q57986336","Lester Etien","Lester Etien",1995-06-21,"Créteil",NA,NA,180,"Winger; Centre"
"Q57986397","Guillaume Marchand","Guillaume Marchand",1998-06-05,"Saint-Gaudens; Haute-Garonne",NA,NA,183,"Hooker"
"Q57986419","Thomas Mamou","Thomas Mamou",1994-12-02,"Carcassonne",NA,NA,178,"Prop"
"Q58007938","Vakh Abdaladze","Vakhtang Abdaladze",1996-02-06,"Kutaisi",NA,NA,188,"Prop"
"Q58008359","Jimmy Tuivaiti","Jimmy Tuivati",1988-01-02,"Auckland",NA,NA,185,"Flanker; Centre"
"Q58008963","Meli Rokoua","Meli Rokoua",1994-07-24,"Nadi",NA,NA,184,"Centre"
"Q58009212","JJ van der Mescht","JJ van der Mescht",1999-05-04,"Pretoria",NA,NA,200,"2nd Row; Flanker"
"Q58010447","Hoskins Sotutu","Hoskins Sotutu",1998-07-12,"Auckland",NA,NA,192,"Number 8; Flanker"
"Q58010478","Folau Fakatava","Folau Fakatava",1999-12-16,"Nukuʻalofa",NA,NA,177,"Scrum-Half"
"Q58010484","Du'Plessis Kirifi","Du'Plessis Kirifi",1997-03-03,"New Plymouth",NA,NA,180,"Flanker"
"Q58010508","Salesi Rayasi","Salesi Rayasi",1996-09-25,"Wellington",NA,NA,197,"Winger; Fullback"
"Q58010512","Ataata Moeakiola","Ataata Moeakiola",1996-02-06,"Tongatapu",NA,NA,186,"Winger; Centre; Number 8"
"Q58011854","Robert Lilomaiava","Robert Lilomaiava",1992-03-28,"Apia",NA,NA,172,"Centre; Winger"
"Q58495352","Prince ǃGaoseb","Prince ǃGaoseb",1998-07-07,"Omaruru; Namibia",NA,NA,186,"Flanker; Number 8"
"Q58755865","Marius Iftimiciuc","Marius Iftimiciuc",1997-08-13,"Iași",NA,NA,200,"2nd Row"
"Q58974744","Beka Gigashvili","Beka Gigashvili",1992-02-17,"Tbilisi",NA,NA,178,"Prop"
"Q59140955","Asier Usarraga","Asier Usarraga",1994-12-31,"San Sebastián",NA,NA,188,"3rd Row"
"Q59179885","Fraser McReight","Fraser McReight",1999-02-19,"Buderim",NA,NA,184,"Flanker"
"Q59209798","Hamza Kaabeche","Hamza Kaabeche",1996-09-23,"Bourg-en-Bresse",NA,NA,189,"Prop"
"Q59209806","Julien Delbouis","Julien Delbouis",1999-08-04,"Clamart",NA,NA,184,"Centre"
"Q59209857","Yakine Djebbari","Yakine Djebbari",1995-12-16,"Épinay-sur-Seine",NA,NA,194,"2nd Row"
"Q59209880","Pierre-Louis Barassi","Pierre-Louis Barassi",1998-04-22,"Sélestat",NA,NA,188,"Centre"
"Q59268450","Chance Wenglewski","Chance Wenglewski",1997-09-04,"Tulsa; Oklahoma",NA,NA,188,"Prop"
"Q59327563","Frank Lomani","Frank Lomani",1996-04-18,"Savusavu",NA,NA,180,"Scrum-Half; Winger"
"Q59327751","Impi Visser","Impi Visser",1995-05-30,NA,NA,NA,NA,"Scrum-Half"
"Q59433666","Théo Duprat","Théo Duprat",2000-06-25,"Dax; Landes",NA,NA,186,"Fullback; Centre"
"Q59469546","David Barrera","David Barrera",1989-07-05,"Seville",NA,NA,196,"2nd Row"
"Q59548506","Ken Waters","Ken Waters",1961-10-09,"Cwmbran",NA,NA,180,"Hooker"
"Q59656253","Scott Penny","Scott Penny",1999-09-22,"Dublin",NA,NA,182,"Flanker; Number 8"
"Q59656418","Alberto Blanco Alonso","Alberto Blanco",1990-10-18,"Medina de Rioseco",NA,NA,183,"Prop"
"Q59751514","Lautaro Bazán Velez","Lautaro Bazán",1996-02-24,"Córdoba; Argentina",NA,NA,174,"Scrum-Half"
"Q59771433","Tomás Munilla","Tomás Munilla",1998-08-03,"Marbella",NA,NA,173,"Scrum-Half"
"Q59772020","Facundo Munilla","Facundo Munilla",1995-05-16,"Buenos Aires",NA,NA,178,"Scrum-Half"
"Q59826634","Ignacio Contardi","Ignacio Contardi",1991-03-08,"Mar del Plata",NA,NA,185,"Centre; Winger; Fullback"
"Q59830933","James Lay","James Lay",1993-12-16,"Apia",NA,NA,180,"Prop"
"Q60057138","Matthis Lebel","Matthis Lebel",1999-03-25,"Toulouse",NA,NA,184,"Fullback; Winger"
"Q60110461","Clément Daguin","Clément Daguin",1992-05-25,NA,NA,NA,178,"Scrum-Half"
"Q60194679","Callum Sheedy","Callum Sheedy",1995-10-28,"Cardiff",NA,NA,173,"Fly-Half"
"Q60315591","Baptiste Pesenti","Baptiste Pesenti",1997-07-03,"Saint-Claude; Jura",NA,NA,196,"2nd Row; Flanker; Number 8"
"Q60329570","Jean-Baptiste Gros","Jean-Baptiste Gros",1999-05-29,"Arles",NA,NA,187,"Loosehead Prop"
"Q60381188","Benjamin Vergniol","Benjamin Vergniol",1993-11-25,NA,NA,NA,172,"2nd Row"
"Q60441845","Pierre Bavozet","Pierre Bavozet",1881-06-04,NA,1952-07-29,NA,NA,NA
"Q60485088","Romain Lonca","Romain Lonca",1991-11-26,"Biarritz",NA,NA,190,"Fly-Half; Centre; Fullback"
"Q60643061","David Cherry","Dave Cherry",1991-01-03,"Edinburgh",NA,NA,183,"Hooker"
"Q60733427","Feao Fotuaika","Feao Fotuaika",1993-04-23,"Gisborne; New Zealand",NA,NA,186,"Prop"
"Q60733998","Paul Mullen","Paul Mullen",1991-11-16,"Kilronan",NA,NA,182,"Prop"
"Q60734508","Ben Donaldson","Ben Donaldson",1999-04-04,"Sydney",NA,NA,183,"Fly-Half; Fullback"
"Q60734577","Ted Hill","Ted Hill",1999-03-26,"Worcester; England",NA,NA,196,"Flanker"
"Q60734660","Harry Wilson","Harry Wilson",1999-11-22,"Gunnedah",NA,NA,195,"Number 8"
"Q60736946","Johnny Williams","Johnny Williams",1996-10-18,"Weston-super-Mare",NA,NA,191,"Centre"
"Q60832404","Conrad Miret i Musté","Conrad Miret i Musté",1906-04-15,NA,1942-02-27,NA,NA,NA
"Q60832480","Pierre Pages","Pierre Pagès",1990-05-16,"Cazères",NA,NA,180,"Scrum-Half"
"Q60833181","Pierre Arrambide","Pierre Arrambide",NA,NA,NA,NA,NA,"Fly-Half"
"Q60835548","Jaime O'Farrell","Jaime O'Farrell",NA,NA,NA,NA,NA,"Prop; Flanker"
"Q60836274","Arnaud Bartès","Arnaud Bartès",1990-08-13,NA,NA,NA,187,"Prop; Centre"
"Q60836358","Grégory Alldritt","Grégory Alldritt",1997-03-23,"Toulouse",NA,NA,191,"Number 8; Winger"
"Q60836392","Saia Tanginoa","Saia Tonginoa",1993-01-17,NA,NA,NA,178,"Centre"
"Q60881604","Juan Cruz Mallia","Juan Cruz Mallía",1996-09-11,"Córdoba; Argentina",NA,NA,182,"Winger; Centre; Fullback; Fly-Half"
"Q60928509","Lucio Sordoni","Lucio Sordoni",1998-07-23,"Rosario",NA,NA,191,"Prop"
"Q60930244","Santiago Chocobares","Santiago Chocobares",1999-03-31,"Rufino; Santa Fe",NA,NA,188,"Centre"
"Q60949869","Mayco Vivas","Mayco Vivas",1998-06-02,"Rafaela",NA,NA,186,"Prop"
"Q60955629","Lucas Paulos","Lucas Paulos",1998-01-09,"Lomas de Zamora",NA,NA,199,"2nd Row"
"Q60997047","Davit Gigauri","Davit Gigauri",1994-04-03,NA,NA,NA,197,"2nd Row"
"Q61051656","Santiago Grondona","Santiago Grondona",1998-07-25,"Buenos Aires",NA,NA,198,"Flanker; Number 8"
"Q61052014","Franco Molina","Franco Molina",1997-08-28,"Córdoba; Argentina",NA,NA,198,"2nd Row"
"Q61052032","Domingo Miotti","Domingo Miotti",1996-05-22,"San Miguel de Tucumán",NA,NA,188,"Fly-Half"
"Q61160474","Santiago Carreras","Santiago Carreras",1998-03-30,"Córdoba; Argentina",NA,NA,181,"Fullback; Winger; Fly-Half"
"Q61198015","Santiago Socino","Santiago Socino",1992-05-07,"Buenos Aires",NA,NA,187,"Hooker"
"Q61450736","James Botham","James Botham",1998-02-22,"Cardiff",NA,NA,191,"Flanker; Number 8"
"Q61590346","Cristian Chirică","Cristian Chirică",1997-04-09,"Bârlad",NA,NA,191,"3rd Row"
"Q61594430","Nicolas Onuțu","Nicolas Onuțu",1995-12-27,"Guilherand-Granges",NA,NA,185,"Winger"
"Q61620638","Lucas Guillaume","Lucas Guillaume",1991-04-14,"Montpellier",NA,NA,197,"2nd Row; 3rd Row"
"Q61622987","Vano Karkadze","Vano Karkadze",2000-06-25,"Tbilisi",NA,NA,178,"Hooker"
"Q61631457","Charly Trussardi","Charly Trussardi",1997-03-21,"Baie-Mahault",NA,NA,172,"Scrum-Half; Winger"
"Q61715392","Matt Gibbon","Matt Gibbon",1995-06-03,"Lismore; New South Wales",NA,NA,184,"Prop"
"Q61743158","Phepsi Buthelezi","Phepsi Buthelezi",1999-05-30,"Hluhluwe",NA,NA,188,"Number 8"
"Q61746642","Ruan Vermaak","Ruan Vermaak",1998-05-01,"Roodepoort",NA,NA,200,"2nd Row"
"Q61811618","Marco Zanon","Marco Zanon",1997-10-03,"Bassano del Grappa",NA,NA,185,"Centre"
"Q61819368","Jules Favre","Jules Favre",1999-03-22,"La Seyne-sur-Mer",NA,NA,181,"Centre; Winger"
"Q61861163","Ratu Naulago","Ratu Naulago",1991-08-06,"Nadi",NA,NA,185,"Winger"
"Q61866518","Zurab Dzneladze","Zurab Dzneladze",1992-01-23,"Kutaisi",NA,NA,185,"Winger; Centre"
"Q61927068","Youri Delhommel","Youri Delhommel",1996-03-06,NA,NA,NA,181,"Hooker"
"Q61947566","Afa Amosa","Afa Amosa",1990-10-11,NA,NA,NA,187,"Number 8; Flanker"
"Q61983345","David Ainuʻu","David Ainu'u",1999-11-20,NA,NA,NA,178,"Prop"
"Q61987083","Guillaume Labbé","Guillaume Labbé",1983-01-26,NA,NA,NA,NA,NA
"Q62000521","Bruce Devaux","Bruce Devaux",1996-11-14,"Toulon",NA,NA,183,"Loosehead Prop"
"Q62011069","Nathan McBeth","Nathan McBeth",1998-06-08,"Welkom",NA,NA,190,"Loosehead Prop"
"Q62011137","Steeve Blanc-Mappaz","Steeve Blanc-Mappaz",1990-07-12,"Albertville",NA,NA,190,"Flanker"
"Q62016677","George Bower","George Bower",1992-05-28,"Lower Hutt",NA,NA,183,"Prop"
"Q62059859","Kapeli Pifeleti","Kapeli Pifeleti",1999-09-01,"Nukuʻalofa",NA,NA,185,"Hooker"
"Q62086167","Adrian Moțoc","Adrian Moțoc",1996-07-11,"Saumur",NA,NA,197,"2nd Row"
"Q62088508","Thierry Feuteu","Thierry Futeu",1995-06-23,"Douala",NA,NA,186,"Loosehead Prop"
"Q62127935","Danny Toala","Danny Toala",1999-03-26,"Hastings; New Zealand",NA,NA,176,"Centre; Fullback"
"Q62136942","Sergey Trishin","Sergueï Trichine",1984-12-12,"Losino-Petrovsky",NA,NA,185,"Centre"
"Q62570376","Kane Leʻaupepe","Kane Le'aupepe",1992-12-03,"Wellington",NA,NA,200,"2nd Row"
"Q62576989","Marcel Monniot","Marcel Monniot",1885-03-17,"Paris",1968-02-14,"Laferté-sur-Aube",185,NA
"Q62629604","Alex Dombrandt","Alex Dombrandt",1997-04-29,"Surrey",NA,NA,191,"Number 8"
"Q62655690","Eric O'Sullivan","Eric O'Sullivan",1995-11-30,"Dublin",NA,NA,187,"Loosehead Prop"
"Q62657835","Robert Baloucoune","Robert Baloucoune",1997-08-19,"Enniskillen",NA,NA,193,"Winger"
"Q62664755","Tom O'Toole","Tom O'Toole",1998-09-23,"Drogheda",NA,NA,185,"Tighthead Prop"
"Q62686089","Paul Boyle","Paul Boyle",1997-01-14,"Dublin",NA,NA,188,"Number 8; Flanker"
"Q62733561","Michael Lowry","Michael Lowry",1998-08-20,"Belfast",NA,NA,170,"Fullback; Fly-Half"
"Q62851357","Florent Massip","Florent Massip",1994-03-29,"Saint-Denis; Réunion",NA,NA,190,"Fullback"
"Q62854010","Hassane Kolingar","Hassane Kolingar",1998-03-06,"Paris",NA,NA,186,"Loosehead Prop"
"Q62942455","Ronan Kelleher","Rónan Kelleher",1998-01-24,"Dublin",NA,NA,184,"Hooker"
"Q63006001","Adrien Séguret","Adrien Séguret",1998-07-22,"Paris",NA,NA,182,"Centre"
"Q63006459","Gabin Villière","Gabin Villière",1995-12-13,"Vire",NA,NA,180,"Winger"
"Q63106324","Meli Derenalagi","Meli Derenalagi",1998-11-26,"Nadi",NA,NA,192,"Flanker; Number 8"
"Q63109747","Alex McHenry","Alex McHenry",1997-10-07,"Cork (city)",NA,NA,188,"Centre"
"Q63179584","Lucas Rubio","Lucas Rubio",1991-05-29,"Paris",NA,NA,175,"Scrum-Half"
"Q63183388","Faraj Fartass","Faraj Fartass",1997-03-15,NA,NA,NA,181,"Winger"
"Q63228479","Sam Matavesi","Sam Matavesi",1992-01-13,"Truro",NA,NA,180,"Hooker"
"Q63229992","Kurt-Lee Arendse","Kurt-Lee Arendse",1996-06-17,"Paarl",NA,NA,180,"Fullback; Winger"
"Q63234125","Aminiasi Tuimaba","Aminiasi Tuimaba",1995-03-26,"Vio",NA,NA,185,"Winger"
"Q63252790","Angelo Davids","Angelo Davids",1999-06-01,"Cape Town",NA,NA,178,"Fullback; Winger"
"Q63258228","Mesulame Kunavula","Mesulame Kunavula",1995-10-31,"Nadroumai",NA,NA,196,"Number 8; Flanker; 2nd Row"
"Q63258231","Vilimoni Botitu","Vilimoni Botitu",1998-06-15,"Navilawa",NA,NA,180,"Centre"
"Q63313847","Will Stuart","Will Stuart",1996-07-12,"Westminster",NA,NA,189,"Tighthead Prop"
"Q63350023","James Hume","James Hume",1998-09-07,"Belfast",NA,NA,188,"Centre"
"Q63351514","Craig Casey","Craig Casey",1999-04-19,"Limerick",NA,NA,165,"Scrum-Half"
"Q63431815","Alivereti Veitokani","Alivereti Veitokani",1992-11-02,"Nausori",NA,NA,172,"Fly-Half; Fullback"
"Q63431851","Josh McNally","Josh McNally",1990-08-21,"Ely; Cambridgeshire",NA,NA,200,"2nd Row"
"Q63457280","Curtis Langdon","Curtis Langdon",1997-08-03,"Weston-super-Mare",NA,NA,184,"Hooker"
"Q63533219","Ivo Mazzucchelli","Ivo Mazzucchelli",1943-04-24,"Rome",NA,NA,NA,"2nd Row"
"Q63533309","Anthony Meric","Anthony Meric",1995-02-15,"Montauban",NA,NA,177,"Scrum-Half"
"Q63534793","Guillaume Cramont","Guillaume Cramont",2000-12-29,"Annemasse",NA,NA,182,"Hooker"
"Q63700085","Nephi Leatigaga","Nephi Leatigaga",1993-12-05,"Samoa",NA,NA,192,"Prop"
"Q63760015","Guglielmo Colussi","Guglielmo Colussi",1938-03-22,"Rome",2016-02-19,"Italy",NA,"Scrum-Half; Fullback"
"Q63884932","Andrés Zafra","Andrés Zafra",1996-03-26,NA,NA,NA,197,"2nd Row; Flanker"
"Q63977029","Louis Marrou","Louis Marrou",1993-09-14,NA,NA,NA,181,"Centre"
"Q63992067","Quinn Tupaea","Quinn Tupaea",1999-05-10,"Hamilton; New Zealand",NA,NA,186,"Centre"
