origWdId,origName,debugComment,frName,wpPage,birthDate,birthPlace,birthPlaceWP,deathDate,deathPlace,deathPlaceWP,height,positions
Q3300490,Maurice Boyau,,Maurice Boyau,Maurice_Boyau,,,,,,,181,Troisième ligne aile
Q3300499,Maurice Bruneau,,Maurice Bruneau,Maurice_Bruneau,1883-12-01,Bordeaux,/wiki/Bordeaux,1967-12-30,Bordeaux,/wiki/Bordeaux,165,Ailier; demi d'ouverture
Q3300500,Maurice Brownlie,,Maurice Brownlie,Maurice_Brownlie,1897-08-10,Wanganui,/wiki/Wanganui,1957-01-21,Gisborne,/wiki/Gisborne_(ville),185,Troisième ligne
Q3300538,Maurice Celhay,,Maurice Celhay,Maurice_Celhay,1911-05-17,Saint-Palais,/wiki/Saint-Palais_(Pyr%C3%A9n%C3%A9es-Atlantiques),1980-10-17,Bayonne,/wiki/Bayonne,172,
Q3301056,Maurice Leuvielle,,Maurice Leuvielle,Maurice_Leuvielle,1881-06-28,Saint-Loubès,/wiki/Saint-Loub%C3%A8s,1959-12-14,Ambarès-et-Lagrave,/wiki/Ambar%C3%A8s-et-Lagrave,173,Ailier; troisième ligne aile
Q3301069,Maurice Lira,,Maurice Lira,Maurice_Lira,1941-04-30,La Mure,/wiki/La_Mure,1986-01-25,La Voulte-sur-Rhône,/wiki/La_Voulte-sur-Rh%C3%B4ne,193,Deuxième ligne; troisième ligne centre; troisième ligne aile
Q3301279,Maurice Porra,,Maurice Porra,Maurice_Porra,1906-05-13,Perpignan,/wiki/Perpignan,1950-09-02,Perpignan,/wiki/Perpignan,170,Talonneur; Talonneur; pilier
Q3301285,Maurice Prat,,Maurice Prat,Maurice_Prat,1928-09-17,Lourdes,/wiki/Lourdes_(Hautes-Pyr%C3%A9n%C3%A9es),2016-05-15,Lourdes,/wiki/Lourdes_(Hautes-Pyr%C3%A9n%C3%A9es),173,centre
Q3301335,Maurice Richards,No stint found,Maurice Richards,Maurice_Richards,1945-02-02,,,,,,,Ailier
Q3301389,Maurice Savy,,Maurice Savy,Maurice_Savy,1906-09-21,Gouttières,/wiki/Goutti%C3%A8res_(Puy-de-D%C3%B4me),1991-12-14,Clermont-Ferrand,/wiki/Clermont-Ferrand,178,Arrière; centre
Q3301411,Maurice Siman,,Maurice Siman,Maurice_Siman,1924-07-12,Clermont-Ferrand,/wiki/Clermont-Ferrand,2015-07-24,Castres,/wiki/Castres,183,Ailier
Q3301447,Maurice Terreau,No stint found,Maurice Terreau,Maurice_Terreau,1923-01-30,,,2000-12-22,,,175,Demi d'ouverture
Q3301470,Maurice Trélut,No stint found,Maurice Trélut,Maurice_Tr%C3%A9lut,1881-07-30,Ossun,/wiki/Ossun,1945-01-27,Buchenwald,/wiki/Buchenwald,,
Q3301624,Mauricio Reggiardo,,Mauricio Reggiardo,Mauricio_Reggiardo,1970-02-22,Bragado,/wiki/Bragado,,,,190,Pilier
Q3301636,Maurie Fa'asavalu,,Maurie Fa'asavalu,Maurie_Fa%27asavalu,1980-01-12,Moto'otua,/w/index.php?title=Moto%27otua&action=edit&redlink=1,,,,191,Troisième ligne aile; Pilier
Q3301720,Maurizio Zaffiri,,Maurizio Zaffiri,Maurizio_Zaffiri,1978-01-12,L'Aquila,/wiki/L%27Aquila,,,,185,Troisième ligne aile
Q3302013,Max Barrau,,Max Barrau,Max_Barrau,1950-11-26,Beaumont-de-Lomagne,/wiki/Beaumont-de-Lomagne,,,,170,Demi de mêlée
Q3302040,Max Brito,,Max Brito,Max_Brito,1968-04-08,Abidjan,/wiki/Abidjan,2022-12-19,Bordeaux,/wiki/Bordeaux,182,Centre; ailier
Q3302099,Max Evans,,Max Evans,Max_Evans,1983-09-12,Torquay,/wiki/Torquay,,,,178,Ailier; Centre
Q3302306,Max Rousié,,Max Rousié,Max_Rousi%C3%A9,1912-07-14,Marmande,/wiki/Marmande,1959-06-02,Saint-Justin,/wiki/Saint-Justin_(Landes),178,"Demi de mêlée, demi d'ouverture, centre, troisième ligne"
Q3302503,Maxime Carabignac,,Maxime Carabignac,Maxime_Carabignac,1987-02-10,,,,,,169,Demi de mêlée
Q3302506,Maxime Castell,,Maxime Castell,Maxime_Castell,1987-11-23,,,,,,178,demi de mêlée
Q3302512,Maxime Champel,No stint found,Maxime Champel,Maxime_Champel,1982-01-02,,,,,,,Troisième ligne centre
Q3302534,Maxime Delonca,,Maxime Delonca,Maxime_Delonca,1988-04-29,Perpignan,/wiki/Perpignan,,,,180,Talonneur
Q3302582,Maxime Guiho,,Maxime Guiho,Maxime_Guiho,1984-08-26,Pau,/wiki/Pau,,,,194,Deuxième ligne
Q3302611,Maxime Le Bourhis,,Maxime Le Bourhis,Maxime_Le_Bourhis,1989-07-11,,,,,,180,Ailier; arrière
Q3302643,Maxime Machenaud,,Maxime Machenaud,Maxime_Machenaud,1988-12-30,Bordeaux,/wiki/Bordeaux,,,,174,Demi de mêlée
Q3302661,Maxime Petitjean,,Maxime Petitjean,Maxime_Petitjean,1984-03-17,Tulle,/wiki/Tulle,,,,182,demi d'ouverture
Q3302686,Maxime Santoni,,Maxime Santoni,Maxime_Santoni,1984-07-29,Toulon,/wiki/Toulon,,,,196,Deuxième ligne
Q3302706,Maxime Veau,,Maxime Veau,Maxime_Veau,1988-08-09,Saint-Jean-d'Angély,/wiki/Saint-Jean-d%27Ang%C3%A9ly,,,,178,Centre
Q3302735,Maximiliano Bustos,,Maximiliano Bustos,Maximiliano_Bustos,1986-04-02,Santa Fe,/wiki/Santa_Fe_(Argentine),,,,183,Pilier
Q3303530,Mboazafy Noé Rakotoarivelo,No stint found,Mboazafy Noé Rakotoarivelo,Mboazafy_No%C3%A9_Rakotoarivelo,,,,,,,,
Q3304186,Mefin Davies,,Mefin Davies,Mefin_Davies,1972-09-02,pays de Galles,/wiki/Pays_de_Galles,,,,178,Talonneur
Q3304450,Mehadji Tidjini,,Mehadji Tidjini,Mehadji_Tidjini,1984-08-13,Oran,/wiki/Oran,,,,182,trois-quarts centre
Q3304519,Mehdi Mérabet,,Mehdi Merabet,Mehdi_Merabet,1985-06-21,Toulon,/wiki/Toulon,,,,186,Pilier
Q3304839,Mel Baker,,Mel Baker,Mel_Baker,juillet,Newport,/wiki/Newport_(pays_de_Galles),,,,,ailier
Q3306807,Mesake Davu,,Mesake Davu,Mesake_Davu,1976-09-28,Nadi,/wiki/Nadi_(Fidji),,,,196,Troisième ligne centre; troisième ligne aile
Q3307963,Micha Sujashvili,No stint found,Micha Sujashvili,Micha_Sujashvili,1977-11-17,,,,,,,pilier
Q3308048,Michael Bradley,No stint found,Michael Bradley,"Michael_Bradley_(rugby_%C3%A0_XV,_1897)",1897-10-16,Cork,/wiki/Cork,1951-07-14,Cork,/wiki/Cork,,Pilier
Q3308051,Michael Bradley,,Michael Bradley,"Michael_Bradley_(rugby_%C3%A0_XV,_1962)",1962-11-17,Cork,/wiki/Cork,,,,,Demi de mêlée
Q3308056,Michael Brial,No stint found,Michael Brial,Michael_Brial,1970-05-11,,,,,,,Troisième ligne centre
Q3308068,Mike Burak,No stint found,Michael Burak,Michael_Burak,1980-10-09,,,,,,,Deuxième ligne
Q3308087,Michael Carroll,,Michael Carroll,Michael_Carroll,1981-11-01,Dublin,/wiki/Dublin,,,,194,Troisième ligne centre
Q3308102,Michael Cheika,,Michael Cheika,Michael_Cheika,1967-03-04,Sydney,/wiki/Sydney,,,,,Troisième ligne centre
Q3308111,Michael Claassens,,Michael Claassens,Michael_Claassens,1982-10-28,Afrique du Sud,/wiki/Afrique_du_Sud,,,,178,demi de mêlée
Q3308113,Michael Coetzee,,Michael Coetzee,Michael_Coetzee,1979-12-06,Johannesburg,/wiki/Johannesburg,,,,179,pilier
Q3308116,Michael Collins,,Michael Collins,Michael_Collins_(rugby_%C3%A0_XV),1974-05-10,New Plymouth,/wiki/New_Plymouth,,,,180,pilier
Q3308125,Michael Cook,No stint found,Michael Cook,Michael_Cook,1962-04-23,,,,,,,Centre
Q3308195,Michael Foley,No stint found,Michael Foley,Michael_Foley_(rugby_%C3%A0_XV),1967-06-07,,,,,,180,Talonneur
Q3308215,Michael Gibson,,Michael Gibson,Michael_Gibson_(rugby_%C3%A0_XV),1954-03-03,Dublin,/wiki/Dublin,,,,,troisième ligne aile; centre
Q3308254,Michael Holford,,Michael Holford,Michael_Holford,1982-08-11,Leicester,/wiki/Leicester,,,,180,Pilier
Q3308257,Michael Horak,,Michael Horak,Michael_Horak,1977-06-03,Johannesburg,/wiki/Johannesburg,,,,190,Arrière
Q3308294,Mike Kiernan,No stint found,Michael Kiernan,Michael_Kiernan,1961-01-17,,,,,,,Centre
Q3308345,Michael MacKenzie,No stint found,Michael MacKenzie,Michael_MacKenzie,1983-09-13,,,,,,,Troisième ligne aile
Q3308412,Michael O'Callaghan,,Michael O'Callaghan,Michael_O%27Callaghan,1946-04-27,Culverden,/wiki/Culverden,,,,181,Ailier; centre
Q3308413,Michael O'Connor,,Michael O'Connor,Michael_O%27Connor_(rugby),1960-11-30,Nowra,/wiki/Nowra,,,,,centre
Q3308466,Mick Quinn,,Michael Quinn,Michael_Quinn_(rugby_%C3%A0_XV),1952-05-31,Dublin,/wiki/Dublin,,,,,Demi d'ouverture
Q3308491,Michael Ryan,No stint found,Michael Ryan,Michael_Ryan_(rugby_%C3%A0_XV),1871-07,,,1947-08-19,,,,Avant
Q3308533,Michael Stephenson,,Michael Stephenson,Michael_Stephenson,1980-09-28,Tynemouth,/wiki/Tynemouth,,,,182,Ailier
Q3308564,Michael Vukovic,No stint found,Michael Vukovic,Michael_Vukovic,1980-03-01,,,,,,,Pilier
Q3308889,Michel Arino,No stint found,Michel Arino,Michel_Arino,1938-02-08,,,,,,,Ailier
Q3308893,Michel Arnaudet,No stint found,Michel Arnaudet,Michel_Arnaudet,1943-03-11,,,,,,,Centre
Q3309015,Michel Billière,,Michel Billière,Michel_Billi%C3%A8re,1943-07-16,Salles-sur-Garonne,/wiki/Salles-sur-Garonne,2020-01-31,Toulouse,/wiki/Toulouse,190,Troisième ligne aile
Q3309055,Michel Bonnus,No stint found,Michel Bonnus,Michel_Bonnus_(rugby_%C3%A0_XV),1915-03-23,,,1958-08-05,,,,Arrière
Q3309070,Michel Boucheron,,Michel Boucheron,Michel_Boucheron,1903-03-30,Clermont-Ferrand,/wiki/Clermont-Ferrand,1940-05-31,Dunkerque,/wiki/Dunkerque,166,Demi de mêlée
Q3309220,Michel Celaya,,Michel Celaya,Michel_Celaya,1930-07-04,Biarritz,/wiki/Biarritz,2020-01-01,Bayonne,/wiki/Bayonne,183,Troisième ligne centre; troisième ligne aile; deuxième ligne
Q3309288,Michel Clémente,No stint found,Michel Clémente,Michel_Cl%C3%A9mente,1955-11-03,,,,,,,Troisième ligne centre
Q3309337,Michel Coutin,,Michel Coutin,Michel_Coutin,,Rumilly,/wiki/Rumilly_(Haute-Savoie),,,,184,deuxième ligne
Q3309348,Michel Courtiols,,Michel Courtiols,Michel_Courtiols,1965-04-27,Fumel,/wiki/Fumel,,,,190,Troisième ligne aile
Q3309351,Michel Crémaschi,No stint found,Michel Crémaschi,Michel_Cr%C3%A9maschi,1956-04-26,,,,,,,Pilier
Q3309451,Michel Denêtre,,Michel Denêtre,Michel_Den%C3%AAtre,1987-06-30,Pontault-Combault,/wiki/Pontault-Combault,,,,182,Centre
Q3309481,Michel Dieudé,,Michel Dieudé,Michel_Dieud%C3%A9,1978-02-16,Paris,/wiki/Paris,,,,194,Troisième ligne aile
Q3309515,Michel Droitecourt,,Michel Droitecourt,Michel_Droitecourt,1949-10-30,Meaux,/wiki/Meaux,,,,176,Arrière
Q3309569,Michel Escommier,No stint found,Michel Escommier,Michel_Escommier,1933-10-12,,,,,,,Talonneur
Q3309591,Michel Fabre,,Michel Fabre,Michel_Fabre_(rugby_%C3%A0_XV),1956-09-11,Pézenas,/wiki/P%C3%A9zenas,,,,172,ailier
Q3309818,Michel Greffe,,Michel Greffe,Michel_Greffe,1940-10-27,Lyon2e,/wiki/2e_arrondissement_de_Lyon,,,,178,Troisième ligne centre; Troisième ligne aile
Q3309830,Shane O'Connor,No FR WP page,,,,,,,,,,
Q3309885,Michel Hauser,No stint found,Michel Hauser,Michel_Hauser,1945-07-10,,,,,,,Troisième ligne aile
Q3309913,Michel Hoche,,Michel Hoche,Michel_Hoche,1932-09-20,Levallois-Perret,/wiki/Levallois-Perret,2016-09-27,Hermeray,/wiki/Hermeray,188,Deuxième ligne
Q3309918,Michel Hondagné-Monge,No stint found,Michel Hondagné-Monge,Michel_Hondagn%C3%A9-Monge,1961-03-10,,,,,,,Demi de mêlée
Q3310046,Michel Konieck,,Michel Konieck,Michel_Konieck,1972-10-14,Avignon,/wiki/Avignon,,,,182,Talonneur
Q3310051,Michel Lacome,,Michel Lacome,Michel_Lacome,1935-09-28,Bagnères-de-Bigorre,/wiki/Bagn%C3%A8res-de-Bigorre,,,,178,Centre
Q3310069,Michel Laguerre-Basse,No stint found,Michel Laguerre-Basse,Michel_Laguerre-Basse,1948-10-05,,,1992-05-22,,,,Pilier
Q3310106,Michel Lasserre,,Michel Lasserre,Michel_Lasserre,1940-11-29,Le Causé,/wiki/Le_Caus%C3%A9,,,,185,
Q3310151,Michel Lecointre,No stint found,Michel Lecointre,Michel_Lecointre,1926-07-03,,,1956-05-26,,,,Demi d'ouverture
Q3310246,Michel Macurdy,,Michel Macurdy,Michel_Macurdy,1975-06-11,Argenteuil,/wiki/Argenteuil_(Val-d%27Oise),,,,196,2eligne
Q3310284,Michel Marfaing,No stint found,Michel Marfaing,Michel_Marfaing,1970-03-06,,,,,,183,Centre
Q3310367,Michel Moly,No FR WP page,,,,,,,,,,
Q3310510,Michel Palmié,,Michel Palmié,Michel_Palmi%C3%A9,1951-12-01,Béziers,/wiki/B%C3%A9ziers,,,,197,Deuxième ligne
Q3310532,Michel Pebeyre,,Michel Pebeyre,Michel_Pebeyre,1948-06-21,Brive-la-Gaillarde,/wiki/Brive-la-Gaillarde,,,,180,Demi de mêlée
Q3310611,Michel Pomathios,,Michel Pomathios,Michel_Pomathios,1924-03-18,Bourg,/wiki/Bourg-en-Bresse,2015-12-07,Viriat,/wiki/Viriat,188,Ailier
Q3310642,Michel Périé,,Michel Périé,Michel_P%C3%A9ri%C3%A9,1969-09-20,Le Pradet,/wiki/Le_Pradet,,,,185,Pilier gauche ou droit
Q3310696,Michel Ringeval,,Michel Ringeval,Michel_Ringeval_(rugby_%C3%A0_XV),1943-02-18,Lourdes,/wiki/Lourdes,,,,170,demi de mêlée; ailier; centre
Q3310820,Michel Sappa,No stint found,Michel Sappa,Michel_Sappa,1949-03-19,,,,,,,Deuxième ligne
Q3310825,Michel Saturnin,No stint found,Michel Saturnin,Michel_Saturnin,1948-09-10,,,,,,,Deuxième ligne
Q3310831,Michel Savitsky,No stint found,Michel Savitsky,Michel_Savitsky,1946-10-31,,,2009-01-16,,,,Deuxième ligne
Q3310866,Michel Sitjar,,Michel Sitjar,Michel_Sitjar,1942-09-13,Toulouse,/wiki/Toulouse,2019-06-10,Lamagistère,/wiki/Lamagist%C3%A8re,179,Troisième ligne aile
Q3310882,Michel Sorondo,No stint found,Michel Sorondo,Michel_Sorondo,1919-07-16,,,1976-07-24,,,,Centre
Q3310932,Michel Tachdjian,No stint found,Michel Tachdjian,Michel_Tachdjian,1962-06-06,,,,,,,Deuxième ligne
Q3310933,Michel Taffary,No stint found,Michel Taffary,Michel_Taffary,1950-04-25,,,,,,,Arrière
Q3310992,Michel Trilles,No stint found,Michel Trilles,Michel_Trilles,1916-05-23,,,1970-07-22,,,,
Q3311016,Michel Urtizverea,No stint found,Michel Urtizverea,Michel_Urtizverea,1950-07-14,,,,,,,Pilier
Q3311043,Michel Vannier,,Michel Vannier,Michel_Vannier,1931-07-21,Étain,/wiki/%C3%89tain,1991-06-28,Fragnes,/wiki/Fragnes_(Sa%C3%B4ne-et-Loire),178,Arrière
Q3311321,Michele Sepe,,Michele Sepe,Michele_Sepe,1986-10-08,Rome,/wiki/Rome,,,,190,Ailier
Q3311725,Mick Galwey,,Mick Galwey,Mick_Galwey,1966-10-08,Currow,/w/index.php?title=Currow&action=edit&redlink=1,,,,193,Deuxième ligne
Q3311736,Mickael Ait Issad,,Mickael Ait Issad,Mickael_Ait_Issad,1987-03-31,,,,,,178,Demi d'ouverture; centre
Q3311738,Mickael De Marco,,Mickael De Marco,Mickael_De_Marco,1989-04-22,Montpellier,/wiki/Montpellier,,,,197,deuxième ligne
Q3311741,Mick O'Driscoll,,Mick O'Driscoll,Mick_O%27Driscoll,1978-10-08,Cork,/wiki/Cork,,,,196,Deuxième ligne
Q3311749,Mickaël Bert,,Mickaël Bert,Micka%C3%ABl_Bert,1980-01-04,Montpellier,/wiki/Montpellier,,,,192,deuxième ligne; troisième ligne aile
Q3311756,Mickaël Campeggia,,Mickaël Campeggia,Micka%C3%ABl_Campeggia,1984-06-22,Lyon,/wiki/Lyon,,,,173,Demi de mêlée
Q3311770,Mickaël Drouard,,Mikaël Drouard,Mika%C3%ABl_Drouard,1987-01-06,Dax,/wiki/Dax,,,,182,Centre
Q3311771,Mickaël Etcheverria,,Mikaël Etcheverria,Mika%C3%ABl_Etcheverria,1982-06-01,Bayonne,/wiki/Bayonne,,,,185,Arrière; ailier
Q3311778,Mickaël Gracia,,Mickaël Gracia,Micka%C3%ABl_Gracia,1984-06-04,,,,,,175,demi de mêlée
Q3311779,Mickaël Forest,,Mickaël Forest,Micka%C3%ABl_Forest,1975-08-09,Chambéry,/wiki/Chamb%C3%A9ry,,,,182,demi de mêlée
Q3311782,Mickaël Ivaldi,,Mickaël Ivaldi,Micka%C3%ABl_Ivaldi,1990-02-20,La Seyne-sur-Mer,/wiki/La_Seyne-sur-Mer,,,,182,Talonneur
Q3311789,Mickaël Lopez,,Mickaël Lopez,Micka%C3%ABl_Lopez,1987-02-24,Luçon,/wiki/Lu%C3%A7on_(Vend%C3%A9e),,,,169,Demi de mêlée
Q3311790,Mickaël Mabilon,,Mickaël Mabilon,Micka%C3%ABl_Mabilon,1981-09-07,Lyon,/wiki/Lyon,,,,181,Centre
Q3311794,Mickaël Ladhuie,,Mickaël Ladhuie,Micka%C3%ABl_Ladhuie,1982-02-04,Toulouse,/wiki/Toulouse,,,,181,Talonneur
Q3311795,Mickaël Mokhtar,No stint found,Mickaël Mokhtar,Micka%C3%ABl_Mokhtar,1979-03-02,,,,,,,
Q3311853,Quinton Gerber,,Mickey Gerber,Mickey_Gerber,1935-10-12,Port Elizabeth,/wiki/Port_Elizabeth,2005-10-07,Johannesbourg,/wiki/Johannesbourg,,Arrière
Q3311889,Michael Skinner,No stint found,Mickey Skinner,Mickey_Skinner,1958-11-26,,,,,,,Troisième ligne aile
Q3312949,Miguel Avramovic,,Miguel Avramovic,Miguel_Avramovic,1981-07-18,Buenos Aires,/wiki/Buenos_Aires,,,,184,Centre
Q3312998,Miguel Portela,No stint found,Miguel Portela de Morais,Miguel_Portela_de_Morais,1974-03-04,,,,,,,Centre
Q3313054,Mihai Vioreanu,,Mihai Vioreanu,Mihai_Vioreanu,1974-10-03,Făgăraș,/wiki/F%C4%83g%C4%83ra%C8%99,,,,183,Arrière; centre; ailier
Q3313064,Mihai Lazăr,,Mihai Lazăr,Mih%C4%83i%C8%9B%C4%83_Laz%C4%83r,1986-11-03,Iași,/wiki/Ia%C8%99i,,,,186,Pilier
Q3313154,Mikaera Tewhata,,Mikaera Tewhata,Mikaera_Tewhata,1976-06-22,Kaikohe,/wiki/Kaikohe,,,,195,Deuxième ligne
Q3313157,Mikaele Tuugahala,,Mikaele Tuugahala,Mikaele_Tuugahala,1976-04-28,,,,,,185,Pilier
Q3313219,Mike Biggar,No stint found,Mike Biggar,Mike_Biggar,1949-11-20,Aberdeen,/wiki/Aberdeen,,,,,Troisième ligne aile
Q3313238,Mike Brewer,,Mike Brewer,Mike_Brewer_(rugby_%C3%A0_XV),1964-11-06,Pukekohe,/wiki/Pukekohe,,,,195,Troisième ligne aile; troisième ligne centre
Q3313242,Mike Brown,,Mike Brown,Mike_Brown_(rugby_%C3%A0_XV),1985-09-04,Southampton,/wiki/Southampton,,,,183,Arrière; ailier
Q3313261,Mike Catt,,Mike Catt,Mike_Catt,1971-09-17,Port Elizabeth,/wiki/Port_Elizabeth,,,,177,Demi d'ouverture; Centre; Arrière; Ailier
Q3313275,Mike Delany,,Mike Delany,Mike_Delany,1982-06-15,Rotorua,/wiki/Rotorua,,,,178,Demi d'ouverture; centre; arrière
Q3313349,Mike Griffiths,No stint found,Mike Griffiths,Mike_Griffiths,1962-03-18,,,,,,,Pilier
Q3313351,Mike Hall,,Mike Hall,Mike_Hall_(rugby_%C3%A0_XV),1965-10-13,Bridgend,/wiki/Bridgend,,,,188,demi de mêlée
Q3313357,Mike Harrison,No stint found,Mike Harrison,Mike_Harrison,1956-04-19,,,,,,,Ailier
Q3313363,Mike Hercus,,Mike Hercus,Mike_Hercus,1979-06-05,Falls Church,/wiki/Falls_Church,,,,180,Demi d'ouverture
Q3313377,Mike James,,Mike James,Mike_James_(rugby_%C3%A0_XV),1973-07-21,Vancouver,/wiki/Vancouver,,,,198,Deuxième ligne
Q3313418,Mike MacDonald,,Mike MacDonald,Mike_MacDonald_(rugby_%C3%A0_XV),1980-11-27,Berkeley,/wiki/Berkeley_(Californie),,,,185,Pilier
Q3313424,Mike Mangan,,Mike Mangan,Mike_Mangan,1975-11-03,Chicago,/wiki/Chicago,,,,196,Deuxième ligne; Troisième ligne centre
Q3313449,Michael Mika,,Mike Mika,Mike_Mika,1968-07-24,Lower Hutt,/wiki/Lower_Hutt,,,,185,Pilier
Q3313472,Mike Mullins,,Mike Mullins,Mike_Mullins,1970-10-29,Auckland,/wiki/Auckland,,,,180,Centre
Q3313475,Mike Noble,,Mike Noble,Mike_Noble,1978-11-07,Gisborne,/wiki/Gisborne_(ville),,,,180,Pilier
Q3313486,Mike Palefau,,Mike Palefau,Mike_Palefau,1981-09-10,Kahuku,/w/index.php?title=Kahuku&action=edit&redlink=1,,,,185,Ailier; centre
Q3313503,Mike Pyke,,Mike Pyke,Mike_Pyke,1984-05-24,Victoria,/wiki/Victoria_(Colombie-Britannique),,,,198,Ailier
Q3313505,Mike Prendergast,,Mike Prendergast,Mike_Prendergast,1977-05-21,,,,,,180,Demi de mêlée
Q3313509,Mike Rafter,,Mike Rafter,Mike_Rafter,1952-03-31,Bristol,/wiki/Bristol_(Angleterre),,,,,Troisième ligne aile
Q3313516,Mike Roberts,,Mike Roberts,Mike_Roberts,1946-02-20,Saint-Asaph,/wiki/Saint-Asaph,,,,,deuxième ligne
Q3313522,Mike Ross,,Mike Ross,Mike_Ross_(rugby_%C3%A0_XV),1979-12-21,Cork,/wiki/Cork,,,,188,Pilier
Q3313546,Mike Slemen,No stint found,Mike Slemen,Mike_Slemen,1951-05-11,,,2020-07-21,,,,Ailier
Q3313569,Mike Umaga,,Mike Umaga,Mike_Umaga,1966-02-19,Auckland,/wiki/Auckland,,,,183,Arrière; centre; ailier
Q3313577,Mike Webb,No stint found,Mike Webb,Mike_Webb,1979-06-19,,,,,,,Troisième ligne aile
Q3313585,Mike Weston,No stint found,Mike Weston,Mike_Weston,1938-08-21,Durham,/wiki/Durham_(Angleterre),2023-12-24,,,182,trois quart centre
Q3313720,Mikheil Nariashvili,,Mikheil Nariashvili,Mikheil_Nariashvili,1990-05-25,Tbilissi,/wiki/Tbilissi,,,,186,pilier
Q3314536,Milton Ngauamo,,Milton Ngauamo,Milton_Ngauamo,1976-05-25,Auckland,/wiki/Auckland,,,,198,Deuxième ligne
Q3315671,Minya Csaba Gál,,Minya Csaba Gal,Minya_Csaba_Gal,1985-03-07,Cluj,/wiki/Cluj,,,,184,Centre
Q3316068,Mirko Lozupone,,Mirko Lozupone,Mirko_Lozupone,1984-07-29,Bitonto,/wiki/Bitonto,,,,177,Talonneur
Q3316147,Miroslav Němeček,,Miroslav Nemecek,Miroslav_Nemecek,1980-05-23,,,,,,197,Deuxième ligne
Q3317062,Mitch Hardy,,Mitch Hardy,Mitch_Hardy,1971-06-15,Sydney,/wiki/Sydney,,,,185,Ailier
Q3317548,Mahonri Schwalger,,Mo Schwalger,Mahonri_Schwalger,1978-09-15,Apia,/wiki/Apia,,,,180,Talonneur
Q3317566,Moaner van Heerden,,Moaner van Heerden,Moaner_van_Heerden,1951-07-18,Pretoria,/wiki/Pretoria,,,,195,deuxième ligne
Q3318500,Mohamed Dridi,,Mohamed Dridi,Mohamed_Dridi_(rugby_%C3%A0_XV),1983-06-05,Toulon,/wiki/Toulon,,,,190,troisième ligne
Q3318559,Mohamed Gouasmia,,Mohamed Gouasmia,Mohamed_Gouasmia,1976-08-25,Oujda,/wiki/Oujda,,,,180,Pilier
Q3320064,Mona Thomson,,Mona Thomson,Mona_Thomson,1881-02-20,Napier,/wiki/Napier_(Nouvelle-Z%C3%A9lande),1939-08-09,Wellington,/wiki/Wellington,173,Ailier
Q3323185,Monty Dumond,,Monty Dumond,Monty_Dumond,1982-08-20,Klerksdorp,/wiki/Klerksdorp,,,,181,Demi d'ouverture; arrière; ailier
Q3323773,Moray Low,,Moray Low,Moray_Low,1984-11-28,Torphins,/wiki/Torphins,,,,188,Pilier
Q3323997,Morgan Saout,,Morgan Saout,Morgan_Saout,1984-04-14,Toulouse,/wiki/Toulouse,,,,185,arrière
Q3324008,Morgan Turinui,,Morgan Turinui,Morgan_Turinui,1982-01-05,Sydney,/wiki/Sydney,,,,180,centre
Q3324010,Morgan Williams,No stint found,Morgan Williams,Morgan_Williams,1976-04-17,,,,,,183,Demi de mêlée
Q3324191,Morne Loxton,No stint found,Morne Loxton,Morne_Loxton,1977-07-23,,,,,,,Arrière
Q3324209,Morné du Plessis,,Morné du Plessis,Morn%C3%A9_du_Plessis,1949-10-21,Vereeniging,/wiki/Vereeniging,,,,195,Troisième ligne centre
Q3324416,Morris Zimerman,No stint found,Morris Zimerman,Morris_Zimerman,1911-06-08,,,1992-01-10,,,,Ailier
Q3324419,Morrisson Faaletino,,Morrison Faaletino,Morrisson_Faaletino,1985-07-02,,,,,,185,Demi d'ouverture; Centre
Q3324728,Mose Tuiali'i,,Mose Tuiali'i,Mose_Tuiali%27i,1981-03-25,Auckland,/wiki/Auckland,,,,194,Troisième ligne centre
Q3324771,Mosese Makasini,,Mosese Makasini,Mosese_Makasini,1980-03-23,,,,,,198,Deuxième ligne
Q3324772,Mosese Moala,,Mosese Moala,Mosese_Moala,1978-06-14,,,,,,192,Pilier; deuxième ligne
Q3324774,Mosese Ratuvou,,Mosese Ratuvou,Mosese_Ratuvou,1983-01-31,,,,,,185,Ailier
Q3324778,Mosese Rauluni,,Mosese Rauluni,Mosese_Rauluni,1975-06-27,Suva,/wiki/Suva,,,,177,Demi de mêlée
Q3324939,Moss Finn,No stint found,Moss Finn,Moss_Finn,1957-03-29,,,,,,,Ailier
Q3324946,Moss Keane,,Moss Keane,Moss_Keane,1948-07-27,Currow,/w/index.php?title=Currow&action=edit&redlink=1,2010-10-05,Portarlington,/wiki/Portarlington,,Deuxième ligne
Q3326146,Mouritz Botha,,Mouritz Botha,Mouritz_Botha,1982-01-29,Vryheid,/wiki/Vryheid,,,,198,deuxième ligne
Q3327609,Muliufi Salanoa,,Muliufi Salanoa,Muliufi_Salanoa,1980-08-16,Apia,/wiki/Apia,,,,,talonneur; pilier
Q3328170,Murphy Taele,,Murphy Taele,Murphy_Taele,1976-02-20,,,,,,186,Centre
Q3328208,Murray Mexted,,Murray Mexted,Murray_Mexted,1953-09-05,Wellington,/wiki/Wellington,,,,193,Troisième ligne centre
