"wikidataId","fullName","birthDate","birthPlace","deathDate","deathPlace","height","weight","positions"
"Q77811031","Gwangtee Oh","1996-11-16","Japan; Osaka Prefecture; Osaka",NA,"Japan; Osaka Prefecture; Osaka",180,90,"Centre"
"Q77811053","Naoya Ishibashi","1996-08-25","Japan; Osaka Prefecture; Daitō; Osaka",NA,"Japan; Osaka Prefecture; Daitō; Osaka",175,105,"Prop"
"Q77811059","Shun Tomonaga","1997-02-14","Japan; Nagasaki Prefecture; Nagasaki",NA,"Japan; Nagasaki Prefecture; Nagasaki",181,98,"Flanker"
"Q77935397","Q77935397","1993-06-23","England",NA,"England",168,82,"Scrum-Half"
"Q78564562","Ben Healy","1999-06-29","Republic of Ireland; Tipperary",NA,"Republic of Ireland; NA",191,97,"Fly-Half"
"Q79017429","Hayato Hosoda","1995-06-29","Japan; Kanagawa Prefecture",NA,"Japan; Kanagawa Prefecture",173,103,"Prop"
"Q79017435","Jun Morimoto","1996-06-04","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",175,112,"Prop"
"Q79017450","Yūki Miyazato","1997-01-06","Japan; Okinawa Prefecture",NA,"Japan; Okinawa Prefecture",175,110,"Hooker"
"Q79017455","Shin'ya Tanaka","1996-02-15","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",174,96,"Flanker"
"Q79017543","Rentarō Kanazaki","1996-04-11","Japan; Kōchi Prefecture",NA,"Japan; Kōchi Prefecture",178,86,"Fly-Half; Winger; Fullback"
"Q79017548","Nozomi Nara","1996-11-04","Japan; Akita Prefecture",NA,"Japan; Akita Prefecture",179,92,"Centre"
"Q79017555","Tatsurō Sugimoto","1996-09-30","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",175,100,"Prop"
"Q79017563","Yūta Kojima","1996-11-08","Japan; Kyoto Prefecture",NA,"Japan; Kyoto Prefecture",188,103,"Lock"
"Q79017624","Tatsunari Fujita","1996-12-02","Japan; Kyoto Prefecture",NA,"Japan; Kyoto Prefecture",192,100,"Lock"
"Q79017626","Kanta Yamamoto","1996-06-23","Japan; Hyōgo Prefecture",NA,"Japan; Hyōgo Prefecture",177,87,"Fullback"
"Q79017636","Kazuki Ishida","1996-01-14","Japan; Kumamoto Prefecture; Aso; Kumamoto",NA,"Japan; Kumamoto Prefecture; Aso; Kumamoto",173,85,"Fly-Half; Centre"
"Q79017865","Daiyū Ishimori","1990-09-08","Japan; Saitama Prefecture; Ageo",NA,"Japan; Saitama Prefecture; Ageo",173,82,"Scrum-Half"
"Q79052347","Mateaki Kafatolu","1989-08-11","New Zealand; Lower Hutt",NA,"New Zealand; Lower Hutt",183,105,"Flanker"
"Q79278182","Hugo Lennox","1999-03-06","Republic of Ireland; County Dublin",NA,"Republic of Ireland; County Dublin",175,63,"Fullback"
"Q79329132","Louis Rees-Zammit","2001-02-02","Wales; Penarth",NA,"Wales; NA; Penarth",NA,NA,"Winger"
"Q80863651","Luke Campbell","1992-10-02","Canada; British Columbia; Victoria",NA,"Canada; British Columbia; Victoria",190,110,"Number 8"
"Q81052834","Jac Morgan","2000-01-21","Wales; Swansea",NA,"Wales; Swansea",180,104,"Flanker"
"Q81099210","Freddie Steward","2000-12-05","England; Norfolk; East Dereham",NA,"England; Norfolk; NA",196,107,"Fullback"
"Q81209102","Mark Nawaqanitawase","2000-09-11","Australia; New South Wales; Burwood",NA,"Australia; New South Wales; Burwood",193,100,"Winger"
"Q81216530","Angus Bell","2000-10-04","Australia; Sydney",NA,"Australia; Sydney",191,124,"Prop"
"Q81404737","Dylan Cretin","1997-05-04","France; Haute-Savoie; Annemasse",NA,"France; Haute-Savoie; Annemasse",195,103,"Flanker"
"Q81625784","Charlie Cassang","1995-02-08","France",NA,"France",173,80,"Scrum-Half"
"Q81761181","Gabriel Rupanu","1997-09-28","Romania; Purisakani; Pris%C4%83cani",NA,"Romania; NA; Pris%C4%83cani",176,73,"Scrum-Half"
"Q81834991","Ovidiu Cojocaru","1996-11-19","Romania; Iași County; Pașcani",NA,"Romania; Iași County; Pașcani",178,105,"Hooker"
"Q81839594","Vlad Neculau","1998-01-07","Romania; Iași County; Vivolari; Bivolari",NA,"Romania; Iași County; NA; Bivolari",192,108,"Lock"
"Q81843753","Dragoș Ser","1999-03-04","Romania; Costinésti",NA,"Romania; NA",187,102,"Flanker; Number 8"
"Q81929355","Paul Popoaia","2000-05-29","Romania; Iași County; Pașcani",NA,"Romania; Iași County; Pașcani",178,80,"Winger; Fullback"
"Q82267087","Alex Horan","1997-04-04","Australia",NA,"Australia",189,95,"Centre"
"Q82312361","Leroy Carter","1999-02-24","New Zealand; Tauranga",NA,"New Zealand; Tauranga",180,86,"Scrum-Half"
"Q82953626","Ollie Sleightholme","2000-04-13","England; Northampton",NA,"England; Northampton",181,89,"Winger"
"Q83182910","Vincent Pinto","1999-04-10","France; Hautes-Pyrénées; Adi",NA,"France; Hautes-Pyrénées; NA",187,90,"Winger; Centre"
"Q83182936","Ethan Dumortier","2000-12-29","France; Metropolis of Lyon; Lyon",NA,"France; Metropolis of Lyon; Lyon",192,93,"Winger; Centre"
"Q83569614","Paulin Riva","1994-04-20","France; Pontoise",NA,"France; Pontoise",185,92,"Centre"
"Q83739297","Sam Costelow","2001-01-10","Wales; Llantrisant",NA,"Wales; NA",173,82,"Fly-Half"
"Q84035223","Niccolò Cannone","1998-05-17","Italy; Tuscany; Province of Florence; Florence",NA,"Italy; Tuscany; Province of Florence; Florence",195,120,"Lock"
"Q84044382","Joris Moura","2000-05-07","France; Haute-Savoie; Annecy",NA,"France; Haute-Savoie; Annecy",186,105,"Fly-Half"
"Q84048212","Stephen Varney","2001-05-16","Wales; Carmarthen",NA,"Wales; Carmarthen",175,73,"Scrum-Half"
"Q84079991","Taylor Gontineac","2000-07-16","Romania; Aurillac",NA,"Romania; Aurillac",185,94,"Centre"
"Q84139564","Siosaia Fifita","1998-12-20","Tonga",NA,"Tonga",187,103,"Centre; Winger"
"Q84228912","Tiaan Swanepoel","1996-06-04","Namibia; Khomas Region; Windhoek",NA,"Namibia; Khomas Region; Windhoek",178,91,"Fly-Half; Fullback"
"Q84460681","Q84460681",NA,NA,NA,NA,173,68,NA
"Q84464556","Taichi Mano","1997-06-01","Japan; Nara Prefecture",NA,"Japan; Nara Prefecture",171,87,"Fly-Half; Centre"
"Q84464633","Hinata Takei","1997-06-17","Japan; Tochigi Prefecture; Sano; Tochigi",NA,"Japan; Tochigi Prefecture; Sano; Tochigi",171,95,"Hooker"
"Q84466276","Kippei Ishida","2000-04-28","Japan; Hyōgo Prefecture; Amagasaki",NA,"Japan; Hyōgo Prefecture; Amagasaki",167,75,"Winger"
"Q84466916","Ryō Kikkawa","1996-03-21","Tokyo; Chōfu; New Zealand; Hamilton",NA,"Tokyo; Chōfu; New Zealand; Hamilton",176,83,"Winger; Fullback"
"Q84466977","Akinori Hirota","1994-12-08","Japan; Mie Prefecture",NA,"Japan; Mie Prefecture",193,114,"Lock"
"Q84467197","Tatsuya Fujii","2000-03-15","Japan; Fukuoka Prefecture",NA,"Japan; Fukuoka Prefecture",165,70,"Scrum-Half"
"Q84801959","John Stewart","1988-02-17","Lautoka",NA,"Lautoka",170,80,"Winger"
"Q85291501","Tomás Albornoz","1997-09-17","Argentina",NA,"Argentina",173,82,"Fly-Half"
"Q85515498","Thibaud Flament","1997-04-29","France; Paris",NA,"France; Paris",202,116,"Lock; Flanker"
"Q85610761","Giovanni Pettinelli","1996-03-13","Italy; Venice",NA,"Italy; Venice",193,110,"Flanker"
"Q85870226","Inoke Burua","1999-05-30","Fiji",NA,"Fiji",178,95,"Winger; Centre"
"Q85870439","Effie Maafu","1998-01-23","Australia",NA,"Australia",178,108,"Hooker"
"Q85870539","Onehunga Kaufusi","1996-02-16","Tonga",NA,"Tonga",195,113,"Number 8"
"Q85870651","Kai Stroem","1998-01-21","Germany",NA,"Germany",181,105,"Hooker"
"Q85879686","Atsushi Komura","1970-03-17","Hokkaido; Kameda District; Nanae",NA,"Hokkaido; Kameda District; Nanae",180,100,"Flanker"
"Q85884109","Kim Sang-jin","1993-06-11","South Korea",NA,"South Korea",195,120,"Lock"
"Q86334920","Jean-Baptiste de Clercq","1994-02-23","Belgium; East Flanders; Ghent",NA,"Belgium; East Flanders; Ghent",183,124,"Prop"
"Q86358782","Akaki Tabutsadze","1997-08-19","Georgia (country); Tbilisi",NA,"Georgia (country); Tbilisi",184,91,"Winger"
"Q86459458","Tanginoa Halaifonua","1996-09-20","New Zealand",NA,"New Zealand",196,115,"Lock; Flanker"
"Q86531009","Luteru Tolai","1998-06-01","New Zealand; Auckland",NA,"New Zealand; Auckland",179,119,"Hooker"
"Q86838421","Jack van Poortvliet","2001-05-15","England; Norfolk; Norwich",NA,"England; Norfolk; Norwich",183,84,"Scrum-Half"
"Q87409467","Florian Roșu","1993-04-20",NA,NA,NA,193,106,"Flanker; Number 8"
"Q87648088","Sam Caird","1997-03-18","New Zealand; Hamilton",NA,"New Zealand; Hamilton",202,116,"Lock"
"Q88695088","Sipili Falatea","1997-06-06","France; Wallis and Futuna",NA,"France; Wallis and Futuna",184,116,"Prop"
"Q88718843","Mamoru Harada","1999-04-15","Japan; Hyōgo Prefecture; Itami",NA,"Japan; Hyōgo Prefecture; Itami",175,101,"Hooker"
"Q90312580","Marcos Moneta","2000-03-07","Argentina; Buenos Aires",NA,"Argentina; Buenos Aires",181,75,"Centre"
"Q90862075","Taiji Hongō","1997-09-15","Japan; Shiga Prefecture; Ōtsu",NA,"Japan; Shiga Prefecture; Ōtsu",182,105,"Centre"
"Q90862104","Kazuki Ban","1997-09-22","Japan; Tokyo",NA,"Japan; Tokyo",182,105,"Number 8"
"Q90862126","Shūhei Takeuchi","1997-12-09","Japan; Miyazaki Prefecture",NA,"Japan; Miyazaki Prefecture",183,115,"Prop"
"Q90862774","Riki Sugihara","1997-11-09","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",184,107,"Number 8"
"Q90862802","Shunpei Miura","1997-04-30","Japan; Akita Prefecture",NA,"Japan; Akita Prefecture",187,103,"Lock"
"Q90862853","Kazuhiro Kawata","1996-05-23","Japan; Saitama Prefecture",NA,"Japan; Saitama Prefecture",172,102,"Prop"
"Q90864256","Daisuke Nishikawa","1997-08-24","Japan; Aichi Prefecture; Nagoya",NA,"Japan; Aichi Prefecture; Nagoya",183,90,"Centre"
"Q90864262","Yūta Kurihara","1997-10-12","Japan; Kanagawa Prefecture; Fujisawa; Kanagawa",NA,"Japan; Kanagawa Prefecture; Fujisawa; Kanagawa",179,92,"Centre"
"Q90864264","Daigo Sasagawa","1997-08-03","Japan; Tokyo; Nakano",NA,"Japan; Tokyo; Nakano",185,114,"Prop"
"Q90864267","Ren Miyagami","1997-05-15","Japan; Tokyo",NA,"Japan; Tokyo",178,90,"Fullback"
"Q90865528","Atsuki Kuwayama","1997-11-15","Japan; Kagoshima Prefecture",NA,"Japan; Kagoshima Prefecture",183,90,"Winger; Centre"
"Q90865530","Yūhei Sugiyama","1997-06-05","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",167,70,"Scrum-Half"
"Q90865535","Shōhei Itō","1997-05-01","Japan; Hyōgo Prefecture; Kobe",NA,"Japan; Hyōgo Prefecture; Kobe",190,105,"Lock"
"Q90865539","Takeshi Sasaki","1997-04-17","Japan; Aomori Prefecture; Hachinohe",NA,"Japan; Aomori Prefecture; Hachinohe",180,98,"Number 8"
"Q90866200","Q90866200","2001-05-02","Japan; Hyōgo Prefecture; Sanda; Hyōgo",NA,"Japan; Hyōgo Prefecture; Sanda; Hyōgo",180,94,"Winger; Centre"
"Q90866296","RYō Kayutsuka","1997-07-30","Japan; Ibaraki Prefecture",NA,"Japan; Ibaraki Prefecture",185,98,"Flanker"
"Q90866575","Kenta Matsuoka","1997-06-06","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",175,100,"Hooker"
"Q90866587","Hyūga Shimada","2000-06-16","Japan; Osaka; Abeno-ku",NA,"Japan; Osaka; Abeno-ku",176,112,"Prop"
"Q90866589","Tsubasa Arai","1997-07-14","Japan; Saitama Prefecture",NA,"Japan; Saitama Prefecture",175,85,"Centre"
"Q90866592","Ryūsei Kawasaki","1997-06-07","Japan; Iwate Prefecture; Shizukuishi",NA,"Japan; Iwate Prefecture; Shizukuishi",183,97,"Lock; Flanker"
"Q90866593","Taiki Fujii","1998-01-04","Japan; Iwate Prefecture",NA,"Japan; Iwate Prefecture",183,114,"Prop"
"Q90866594","Taichi Niizuma","1998-01-18","Japan; Saitama Prefecture",NA,"Japan; Saitama Prefecture",187,121,"Prop"
"Q90866659","Kan Nakano","1997-09-29","Japan; Osaka Prefecture; Takatsuki",NA,"Japan; Osaka Prefecture; Takatsuki",176,108,"Prop"
"Q91758460","Sione Anga'aelangi","1988-11-07","Australia; Sydney",NA,"Australia; Sydney",185,105,"Hooker"
"Q92673017","Q92673017","1996-04-10","Japan; Kyoto Prefecture",NA,"Japan; Kyoto Prefecture",164,95,"Hooker"
"Q92673028","Shun Terawaki","1998-03-26","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",178,120,"Prop"
"Q92684272","Yūma Sugimoto","1997-12-16","Japan; Tokyo",NA,"Japan; Tokyo",178,86,"Winger"
"Q92684288","Daiki Yamagiwa","1997-07-24","Japan; Tokyo",NA,"Japan; Tokyo",198,113,"Lock"
"Q92684328","Takeru Motoyama","1998-02-23","Japan; Ōita Prefecture",NA,"Japan; Ōita Prefecture",191,107,"Lock"
"Q92684378","Miyū Arai","1998-02-15","Japan; Saitama Prefecture",NA,"Japan; Saitama Prefecture",171,92,"Hooker"
"Q92685583","Daisuke Iba","1997-12-03","Japan; Hyōgo Prefecture",NA,"Japan; Hyōgo Prefecture",177,90,"Centre"
"Q92685602","Toshihiro Yamanouchi","1997-12-03","Japan; Hyōgo Prefecture",NA,"Japan; Hyōgo Prefecture",164,71,"Scrum-Half"
"Q92685625","Q92685625","1996-04-26","Japan; Tokyo; Akishima",NA,"Japan; Tokyo; Akishima",174,104,"1st Row"
"Q92685656","Rikyū Yamakawa","1997-05-04","Japan; Osaka Prefecture; Osaka",NA,"Japan; Osaka Prefecture; Osaka",175,115,"Prop"
"Q92922698","Sosefo Fakatava","1997-10-25","Tonga",NA,"Tonga",186,118,"Centre"
"Q92923541","Jun'ya Matsumoto","2000-03-17","Japan; Kagoshima Prefecture",NA,"Japan; Kagoshima Prefecture",171,79,"Winger"
"Q92923727","Takanobu Minami","1999-03-03","Japan; Aichi Prefecture",NA,"Japan; Aichi Prefecture",166,70,"Scrum-Half"
"Q92923864","Taiga Ishida","1997-10-01","Japan; Kumamoto Prefecture",NA,"Japan; Kumamoto Prefecture",176,88,"Fullback"
"Q92924006","Ahn Changho","1997-11-20","Japan; Hyōgo Prefecture",NA,"Japan; Hyōgo Prefecture",178,110,"Prop"
"Q92924013","Shōta Matsuoka","1997-07-31","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",181,111,"Prop"
"Q92924029","Yūki Yamamoto","1998-03-25","Japan; Kyoto Prefecture",NA,"Japan; Kyoto Prefecture",177,80,"Centre"
"Q92924032","Kazunari Takagi","1997-06-23","Japan; Kanagawa Prefecture",NA,"Japan; Kanagawa Prefecture",176,84,"Winger; Fullback"
"Q92924092","Gakuto Ishida","1998-01-09","Japan; Kanagawa Prefecture",NA,"Japan; Kanagawa Prefecture",181,113,"Prop"
"Q92924094","Kenshi Yamamoto","1997-09-17","Japan; Hyōgo Prefecture; Himeji",NA,"Japan; Hyōgo Prefecture; Himeji",186,115,"Prop"
"Q92924102","Kensuke Seki","1997-11-15","Japan; Kumamoto Prefecture; Uto; Kumamoto",NA,"Japan; Kumamoto Prefecture; Uto; Kumamoto",178,100,"Hooker; Number 8"
"Q92924108","Naoaki Horibe","1997-04-17","Japan; Fukuoka Prefecture",NA,"Japan; Fukuoka Prefecture",191,100,"Lock"
"Q92924177","Hisanobu Okayama","1998-02-05","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",168,90,"Flanker"
"Q92924190","Shinkō Tsuchiya","1998-03-19","Japan; Fukuoka Prefecture",NA,"Japan; Fukuoka Prefecture",185,95,"Flanker; Number 8"
"Q92924195","Tomoki Kishioka","1997-09-22","Japan; Osaka Prefecture; Hirakata",NA,"Japan; Osaka Prefecture; Hirakata",173,85,"Fly-Half"
"Q92924309","Hiroyuki Yamasaki","1998-03-08","Japan; Fukuoka Prefecture",NA,"Japan; Fukuoka Prefecture",175,82,"Winger"
"Q92924317","Yūhei Shimada","1997-12-25","Japan; Tokyo",NA,"Japan; Tokyo",183,87,"Winger"
"Q92924322","Kim Suryung","1998-01-16","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",186,88,"Utility Back"
"Q92924332","Maoya Nakagawa","1996-09-12","Japan; Kanagawa Prefecture; Kawasaki; Kanagawa",NA,"Japan; Kanagawa Prefecture; Kawasaki; Kanagawa",190,105,"Lock"
"Q92924337","Atsurō Tsuji","1997-08-29","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",187,103,"Lock; Flanker"
"Q92924376","Takuya Obata","1997-12-11","Japan; Kyoto Prefecture",NA,"Japan; Kyoto Prefecture",163,70,"Scrum-Half"
"Q92924380","Kengo Gunji","1997-09-13","Japan; Ibaraki Prefecture; Mito; Ibaraki",NA,"Japan; Ibaraki Prefecture; Mito; Ibaraki",184,90,"Fly-Half; Centre"
"Q92924384","Q92924384","1996-12-05","Japan; Fukuoka Prefecture",NA,"Japan; Fukuoka Prefecture",178,82,"Fullback"
"Q93936119","Tomás Appleton","1993-07-29","Portugal",NA,"Portugal",180,83,"Winger; Centre"
"Q94670594","Michele Lamaro","1998-06-03","Italy; Rome",NA,"Italy; Rome",188,103,"Flanker"
"Q95162068","Keisuke Sawaki","1975-04-12","Japan; Akita Prefecture; Oga; Akita",NA,"Japan; Akita Prefecture; Oga; Akita",183,83,"Fly-Half"
"Q95162846","Yukio Matsumoto","1974-11-04","Japan; Hokkaido; Hakodate",NA,"Japan; Hokkaido; Hakodate",180,97,"Flanker"
"Q96130497","Tupou Vaa'i","2000-01-27","New Zealand; Auckland",NA,"New Zealand; Auckland",200,118,"Lock; Flanker"
"Q96193111","Lachie Anderson","1997-08-27","Australia",NA,"Australia",187,92,"Number 8; Winger; Centre"
"Q96240635","Manuel Zuliani","2000-04-26","Italy; Castelfranco Veneto",NA,"Italy; Castelfranco Veneto",186,109,"Flanker"
"Q96273331","Josua Kerevi","1992-06-18","Fiji; Lautoka",NA,"Fiji; Lautoka",190,98,"Fullback"
"Q96273478","Yū Okudaira","1999-05-26","Japan; Hyōgo Prefecture",NA,"Japan; Hyōgo Prefecture",188,95,"Winger; Centre; Fullback"
"Q96273492","Takamasa Maruo","1999-01-08","Tokyo; Chiyoda",NA,"Tokyo; Chiyoda",183,100,"Number 8; Flanker"
"Q96273504","Ryuga Hashimoto","1998-11-23","Japan; Fukuoka Prefecture; Munakata; Fukuoka",NA,"Japan; Fukuoka Prefecture; Munakata; Fukuoka",188,107,"Lock; Number 8; Flanker"
"Q96273544","Kento Matsumoto","1998-07-11","Japan; Osaka; Ikuno-ku",NA,"Japan; Osaka; Ikuno-ku",176,96,"Flanker"
"Q96273552","Daisuke Yoshida","1998-07-20","Japan; Kyoto Prefecture",NA,"Japan; Kyoto Prefecture",186,102,"Flanker"
"Q96273563","Gun Tajima","1999-08-19","Japan; Aomori Prefecture; Shichinohe",NA,"Japan; Aomori Prefecture; Shichinohe",172,101,"Prop"
"Q96361584","Pierre Bruno","1996-06-28","Italy; Genoa",NA,"Italy; Genoa",181,83,"Winger"
"Q96391928","Marco Manfredi","1997-09-18","Germany; Freiburg im Breisgau",NA,"Germany; Freiburg im Breisgau",183,108,"Hooker"
"Q96707312","Fisipuna Tuiaki","1995-01-23","Tonga",NA,"Tonga",188,107,"Centre"
"Q96707356","Jose Seru","1991-02-09","Fiji; Suva",NA,"Fiji; Suva",197,101,"Flanker; Winger"
"Q96708924","Justin Coveney","1985-05-02","Philippines",NA,"Philippines",181,102,"Winger; Centre"
"Q96709686","Dylan Riley","1997-05-02","Australia; Gold Coast; Queensland",NA,"Australia; Gold Coast; Queensland",187,102,"Centre"
"Q96714481","Ryota Kono","1995-12-07","Japan; Aichi Prefecture; Nagoya; Kita-ku",NA,"Japan; Aichi Prefecture; Nagoya; Kita-ku",168,82,"Flanker"
"Q96744857","Luke Tagi","1997-06-23","Fiji; Gau Island",NA,"Fiji; NA",187,130,"Prop"
"Q97066449","Paolo Garbisi","2000-04-26","Italy; Veneto; Province of Vicenza; Venice",NA,"Italy; Veneto; Province of Vicenza; Venice",183,93,"Fly-Half"
"Q97095953","Dave Porecki","1992-10-23","Australia; Sydney",NA,"Australia; Sydney",185,108,"Hooker"
"Q97120503","Lekima Tagitagivalu","1995-12-04","Fiji; Ba (town)",NA,"Fiji; Ba (town)",192,109,"Flanker"
"Q97160253","Tom Parsons","1990-07-25","New Zealand",NA,"New Zealand",198,113,"Lock"
"Q97160290","Vatiliai Tuidraki","1995-01-04","New Zealand; Auckland",NA,"New Zealand; Auckland",181,98,"Centre"
"Q97160401","Malo Tuitama","1996-03-23","Samoa",NA,"Samoa",182,91,"Winger"
"Q97164006","Hamish Dalzell","1996-01-16","New Zealand",NA,"New Zealand",200,113,"Lock"
"Q97273401","Q97273401","1996-09-22","Japan; Tokyo",NA,"Japan; Tokyo",177,110,"Prop"
"Q97273466","Q97273466","1997-04-30","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",173,84,"Winger"
"Q97273474","Q97273474","1997-09-27","Japan; Kanagawa Prefecture; Yokohama",NA,"Japan; Kanagawa Prefecture; Yokohama",182,92,"Fullback"
"Q97496312","Netani Vakayalia","1998-02-25","Fiji; Corobou",NA,"Fiji; NA",181,94,"Winger"
"Q97539156","Keagen Faria","1994-12-10","New Zealand; Hamilton",NA,"New Zealand; Hamilton",183,85,"Winger; Fullback"
"Q97590099","Sekonaia Pole","1995-04-02","New Zealand",NA,"New Zealand",181,112,"Hooker"
"Q98082918","Clinton Knox","1992-12-27","Australia",NA,"Australia",182,98,"Centre"
"Q98141426","Larry Sulunga","1998-10-22","Tonga",NA,"Tonga",183,93,"Winger"
"Q98147268","Zane Nonggorr","2001-03-30","Australia; Queensland; Cairns",NA,"Australia; Queensland; Cairns",187,130,"Prop"
"Q98233613","Mesake Doge","1993-04-01","Fiji; Suva",NA,"Fiji; Suva",178,122,"Prop"
"Q98733836","Samisoni Tua","1995-05-24","Tonga",NA,"Tonga",182,105,"Centre"
"Q98734297","Q98734297","1995-06-28","Japan; Fukuoka Prefecture",NA,"Japan; Fukuoka Prefecture",178,85,"Centre"
"Q98734353","Q98734353","1995-04-29","Japan; Nara Prefecture; Tenri; Nara",NA,"Japan; Nara Prefecture; Tenri; Nara",179,90,"Fly-Half"
"Q98734394","Kazuma Nishikawa","1996-02-14","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",177,113,"Prop"
"Q98734440","Hiroshi Kitajima","1985-09-21","Japan; Hyōgo Prefecture",NA,"Japan; Hyōgo Prefecture",175,103,"Prop"
"Q98734481","Kim Ryom","1996-04-01","Japan; Hyōgo Prefecture",NA,"Japan; Hyōgo Prefecture",175,103,"Prop"
"Q98757903","Aukuso Taumafai","1995-06-12","Samoa",NA,"Samoa",192,140,"Prop"
"Q98757907","Epineri Uluiviti","1996-07-07","Fiji",NA,"Fiji",198,118,"Lock"
"Q98757912","Mosese Tonga","1992-04-05","Tonga",NA,"Tonga",173,103,"Centre"
"Q98757914","Ash Parker","1988-11-01","New Zealand",NA,"New Zealand",187,110,"Number 8"
"Q98757917","Ben Paltridge","1992-09-21","Thailand",NA,"Thailand",177,87,"Winger"
"Q98757918","Sora Roland Alaiasa","1995-07-10","New Zealand",NA,"New Zealand",172,93,"Winger"
"Q98757948","Hiroki Nakamura","1988-09-28","Japan; Osaka Prefecture; Osaka",NA,"Japan; Osaka Prefecture; Osaka",170,80,"Flanker; Number 8"
"Q98758010","Q98758010","1991-04-29","Japan; Aichi Prefecture; Nagoya",NA,"Japan; Aichi Prefecture; Nagoya",172,105,"Prop"
"Q98758043","Makoto Tosa","1986-06-28","Japan; Yamaguchi Prefecture",NA,"Japan; Yamaguchi Prefecture",188,112,"Flanker; Number 8"
"Q98758067","Q98758067","1995-04-15","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",171,96,"Hooker"
"Q98758076","Q98758076","1995-08-22","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",172,78,"Scrum-Half"
"Q98758110","Akihiro Ogiso","1996-03-10","Japan; Tokyo",NA,"Japan; Tokyo",175,105,"Prop"
"Q98758131","Q98758131","1993-04-26","Japan; Gunma Prefecture; Takasaki",NA,"Japan; Gunma Prefecture; Takasaki",182,98,"Flanker"
"Q98758196","Q98758196","1990-03-07","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",188,103,"Lock"
"Q98758224","Lee Song-yong","1995-04-28","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",171,108,"Prop"
"Q98758228","Q98758228","1990-07-29","Hiroshima Prefecture; Fukuyama; Hiroshima",NA,"Hiroshima Prefecture; Fukuyama; Hiroshima",174,105,"Prop"
"Q98758356","Q98758356","1993-06-21","Osaka Prefecture; Osaka",NA,"Osaka Prefecture; Osaka",187,97,"Flanker"
"Q98758414","Q98758414","1987-09-12","Iwate Prefecture",NA,"Iwate Prefecture",172,85,"Scrum-Half"
"Q98758436","Q98758436","1994-01-26","Gunma Prefecture",NA,"Gunma Prefecture",161,78,"Scrum-Half"
"Q98758451","Q98758451","1984-09-25","Japan; Osaka Prefecture; Osaka",NA,"Japan; Osaka Prefecture; Osaka",177,87,"Fullback"
"Q98959321","Iván Nemer","1998-04-22","Argentina; Mar del Plata",NA,"Argentina; Mar del Plata",180,116,"Prop"
"Q98962785","Sam Moli","1998-12-24","New Zealand; Gisborne",NA,"New Zealand; Gisborne",185,114,"Hooker"
"Q99208658","Paul Boudehent","1999-11-21","France; Angers",NA,"France; Angers",192,107,"Flanker; Number 8"
"Q99579615","Myles Edwards","1997-05-19","England",NA,"England",198,124,"Lock"
"Q99628893","Te Ahiwaru Cirikidaveta","1998-04-12","New Zealand; Te Araroa",NA,"New Zealand; Te Araroa",194,110,"Lock; Flanker; Number 8"
"Q99937592","Ruben Love","2001-04-28","New Zealand; Wellington",NA,"New Zealand; Wellington",183,90,"Fly-Half; Fullback"
"Q100146692","Cristian Ojovan","1997-01-04","Moldova; Soroka",NA,"Moldova; NA",183,118,"Prop"
"Q100269559","Tamaiti Williams","2000-08-10","New Zealand; Whangārei",NA,"New Zealand; Whangārei",196,144,"Prop; Number 8"
"Q100454741","Lee Seung-Sin","2001-01-13","Japan; Hyōgo Prefecture",NA,"Japan; Hyōgo Prefecture",176,88,"Fly-Half; Centre; Fullback"
"Q100710310","Isaiah Punivai","2000-12-01","New Zealand; Lower Hutt",NA,"New Zealand; Lower Hutt",186,102,"Centre"
"Q100724880","Ollie Lawrence","1999-09-18","England; West Midlands (county); Birmingham",NA,"England; West Midlands (county); Birmingham",180,101,"Centre"
"Q100998846","Melvyn Jaminet","1999-06-30","France; Var (department); Hyères",NA,"France; Var (department); Hyères",180,77,"Fullback; Fly-Half"
"Q101006672","Ollie Chessum","2000-09-06","England; Boston; Lincolnshire",NA,"England; Boston; Lincolnshire",200,118,"Lock; Flanker"
"Q101199992","Q101199992","1987-06-24",NA,NA,NA,171,65,"Scrum-Half"
"Q101200378","Main Taira","2000-09-05","Japan; Miyazaki Prefecture; Miyazaki (city)",NA,"Japan; Miyazaki Prefecture; Miyazaki (city)",180,92,"Fly-Half; Centre; Fullback"
