"wikidataId","fullName","jaName","birthDate","birthPlace","deathDate","deathPlace","height","weight","positions"
"Q77811024","Shōgo Nezuka","根塚 聖冴","1997-01-13","Japan; Hyōgo Prefecture; Amagasaki",NA,NA,163,72,"Scrum-Half"
"Q77811031","Gwangtee Oh","呉 洸太","1996-11-16","Japan; Osaka Prefecture; Osaka",NA,NA,180,90,"Centre"
"Q77811053","Naoya Ishibashi","石橋 尚也","1996-08-25","Japan; Osaka Prefecture; Daitō; Osaka",NA,NA,175,105,"Prop"
"Q77811059","Shun Tomonaga","朝長 駿","1997-02-14","Japan; Nagasaki Prefecture; Nagasaki",NA,NA,181,98,"Flanker"
"Q77935397","Q77935397","大崎 琢也","1993-06-23","England",NA,NA,168,82,"Scrum-Half"
"Q78564562","Ben Healy","ベン・ヒーリー","1999-06-29","Republic of Ireland; Tipperary",NA,NA,191,97,"Fly-Half"
"Q79017429","Hayato Hosoda","細田 隼都","1995-06-29","Japan; Kanagawa Prefecture",NA,NA,173,103,"Prop"
"Q79017435","Jun Morimoto","森本 潤","1996-06-04","Japan; Osaka Prefecture",NA,NA,175,112,"Prop"
"Q79017450","Yūki Miyazato","宮里 侑樹","1997-01-06","Japan; Okinawa Prefecture",NA,NA,175,110,"Hooker"
"Q79017455","Shin'ya Tanaka","田中 伸弥","1996-02-15","Japan; Osaka Prefecture",NA,NA,174,96,"Flanker"
"Q79017543","Rentarō Kanazaki","金崎 廉太朗","1996-04-11","Japan; Kōchi Prefecture",NA,NA,178,86,"Fly-Half; Winger; Fullback"
"Q79017548","Nozomi Nara","奈良 望","1996-11-04","Japan; Akita Prefecture",NA,NA,179,92,"Centre"
"Q79017555","Tatsurō Sugimoto","杉本 達郎","1996-09-30","Japan; Osaka Prefecture",NA,NA,175,100,"Prop"
"Q79017563","Yūta Kojima","小島 佑太","1996-11-08","Japan; Kyoto Prefecture",NA,NA,188,103,"Lock"
"Q79017624","Tatsunari Fujita","藤田 達成","1996-12-02","Japan; Kyoto Prefecture",NA,NA,192,100,"Lock"
"Q79017626","Kanta Yamamoto","山本 貫太","1996-06-23","Japan; Hyōgo Prefecture",NA,NA,177,87,"Fullback"
"Q79017636","Kazuki Ishida","石田 一貴","1996-01-14","Japan; Kumamoto Prefecture; Aso; Kumamoto",NA,NA,173,85,"Fly-Half; Centre"
"Q79017865","Daiyū Ishimori","石森 大雄","1990-09-08","Japan; Saitama Prefecture; Ageo",NA,NA,173,82,"Scrum-Half"
"Q79052347","Mateaki Kafatolu","マテアキ・カファトル","1989-08-11","New Zealand; Lower Hutt",NA,NA,183,105,"Flanker"
"Q79278182","Hugo Lennox","ヒューゴ・レノックス","1999-03-06","Republic of Ireland; County Dublin",NA,NA,175,63,"Fullback"
"Q79329132","Louis Rees-Zammit",NA,"2001-02-02","Wales; Penarth",NA,NA,NA,NA,"Winger"
"Q80863651","Luke Campbell","ルーク・キャンベル","1992-10-02","Canada; British Columbia; Victoria",NA,NA,190,110,"Number 8"
"Q81052834","Jac Morgan","ジャック・モーガン","2000-01-21","Wales; Swansea",NA,NA,180,104,"Flanker"
"Q81099210","Freddie Steward","フレディ・スチュワード","2000-12-05","England; Norfolk; East Dereham",NA,NA,196,107,"Fullback"
"Q81209102","Mark Nawaqanitawase","マーク・ナワンガニタワシ","2000-09-11","Australia; New South Wales; Burwood",NA,NA,193,100,"Winger"
"Q81216530","Angus Bell","アンガス・ベル","2000-10-04","Australia; Sydney",NA,NA,191,124,"Prop"
"Q81404737","Dylan Cretin","ディラン・クルタン","1997-05-04","France; Haute-Savoie; Annemasse",NA,NA,195,103,"Flanker"
"Q81625784","Charlie Cassang","シャルリ・カッサン","1995-02-08","France",NA,NA,173,80,"Scrum-Half"
"Q81761181","Gabriel Rupanu","ガブリエル・ルパーヌ","1997-09-28","Romania; Purisakani; Pris%C4%83cani",NA,NA,176,73,"Scrum-Half"
"Q81834991","Ovidiu Cojocaru","オヴィデュ・コジョカル","1996-11-19","Romania; Iași County; Pașcani",NA,NA,178,105,"Hooker"
"Q81839594","Vlad Neculau","ヴラド・ネクラウ","1998-01-07","Romania; Iași County; Vivolari; Bivolari",NA,NA,192,108,"Lock"
"Q81843753","Dragoș Ser","ドラゴス・セル","1999-03-04","Romania; Costinésti",NA,NA,187,102,"Flanker; Number 8"
"Q81929355","Paul Popoaia","ポール・ポポアイア","2000-05-29","Romania; Iași County; Pașcani",NA,NA,178,80,"Winger; Fullback"
"Q82267087","Alex Horan","アレックス・ホラン","1997-04-04","Australia",NA,NA,189,95,"Centre"
"Q82312361","Leroy Carter","レロイ・カーター","1999-02-24","New Zealand; Tauranga",NA,NA,180,86,"Scrum-Half"
"Q82953626","Ollie Sleightholme","オーリー・スレイトホルム","2000-04-13","England; Northampton",NA,NA,181,89,"Winger"
"Q83182910","Vincent Pinto","ヴィンセント・ピント","1999-04-10","France; Hautes-Pyrénées; Adi",NA,NA,187,90,"Winger; Centre"
"Q83182936","Ethan Dumortier","エタン・デュモルティエ","2000-12-29","France; Metropolis of Lyon; Lyon",NA,NA,192,93,"Winger; Centre"
"Q83569614","Paulin Riva","ポーラン・リヴァ","1994-04-20","France; Pontoise",NA,NA,185,92,"Centre"
"Q83739297","Sam Costelow","サム・コステロウ","2001-01-10","Wales; Llantrisant",NA,NA,173,82,"Fly-Half"
"Q84035223","Niccolò Cannone","ニッコロ・カンノーネ","1998-05-17","Italy; Tuscany; Province of Florence; Florence",NA,NA,195,120,"Lock"
"Q84044382","Joris Moura","ジョリス・モウラ","2000-05-07","France; Haute-Savoie; Annecy",NA,NA,186,105,"Fly-Half"
"Q84048212","Stephen Varney","スティーブン・バーニー","2001-05-16","Wales; Carmarthen",NA,NA,175,73,"Scrum-Half"
"Q84079991","Taylor Gontineac","テイラー・ゴンティネアック","2000-07-16","Romania; Aurillac",NA,NA,185,94,"Centre"
"Q84139564","Siosaia Fifita","シオサイア・フィフィタ","1998-12-20","Tonga",NA,NA,187,103,"Centre; Winger"
"Q84228912","Tiaan Swanepoel","ティアン・スワネポール","1996-06-04","Namibia; Khomas Region; Windhoek",NA,NA,178,91,"Fly-Half; Fullback"
"Q84460681","Q84460681",NA,NA,NA,NA,NA,173,68,NA
"Q84464556","Taichi Mano","眞野 泰地","1997-06-01","Japan; Nara Prefecture",NA,NA,171,87,"Fly-Half; Centre"
"Q84464633","Hinata Takei","武井 日向","1997-06-17","Japan; Tochigi Prefecture; Sano; Tochigi",NA,NA,171,95,"Hooker"
"Q84466276","Kippei Ishida","石田 吉平","2000-04-28","Japan; Hyōgo Prefecture; Amagasaki",NA,NA,167,75,"Winger"
"Q84466916","Ryō Kikkawa","吉川 遼","1996-03-21","Tokyo; Chōfu; New Zealand; Hamilton",NA,NA,176,83,"Winger; Fullback"
"Q84466977","Akinori Hirota","廣田 耀規","1994-12-08","Japan; Mie Prefecture",NA,NA,193,114,"Lock"
"Q84467197","Tatsuya Fujii","藤井 達哉","2000-03-15","Japan; Fukuoka Prefecture",NA,NA,165,70,"Scrum-Half"
"Q84801959","John Stewart","ジョン・スチュワート","1988-02-17","Lautoka",NA,NA,170,80,"Winger"
"Q85291501","Tomás Albornoz","トマス・アルボルノス","1997-09-17","Argentina",NA,NA,173,82,"Fly-Half"
"Q85515498","Thibaud Flament","ティボー・フランマン","1997-04-29","France; Paris",NA,NA,202,116,"Lock; Flanker"
"Q85610761","Giovanni Pettinelli","ジョヴァンニ・ペティネッリ","1996-03-13","Italy; Venice",NA,NA,193,110,"Flanker"
"Q85870226","Inoke Burua","イノケ・ブルア","1999-05-30","Fiji",NA,NA,178,95,"Winger; Centre"
"Q85870439","Effie Maafu","エフィ・マアフ","1998-01-23","Australia",NA,NA,178,108,"Hooker"
"Q85870539","Onehunga Kaufusi","オネフンガ・カウフシ","1996-02-16","Tonga",NA,NA,195,113,"Number 8"
"Q85870651","Kai Stroem","カイ・ストローム","1998-01-21","Germany",NA,NA,181,105,"Hooker"
"Q85879686","Atsushi Komura","小村 淳","1970-03-17","Hokkaido; Kameda District; Nanae",NA,NA,180,100,"Flanker"
"Q85884109","Kim Sang-jin","金 相進","1993-06-11","South Korea",NA,NA,195,120,"Lock"
"Q86334920","Jean-Baptiste de Clercq","ジャン＝バティスト・ディクラリス","1994-02-23","Belgium; East Flanders; Ghent",NA,NA,183,124,"Prop"
"Q86358782","Akaki Tabutsadze","アカキ・タブツァゼ","1997-08-19","Georgia (country); Tbilisi",NA,NA,184,91,"Winger"
"Q86459458","Tanginoa Halaifonua","タンギノア・ハライフォヌア","1996-09-20","New Zealand",NA,NA,196,115,"Lock; Flanker"
"Q86531009","Luteru Tolai","ルテル・トライ","1998-06-01","New Zealand; Auckland",NA,NA,179,119,"Hooker"
"Q86838421","Jack van Poortvliet","ジャック・ヴァン・ポートヴリート","2001-05-15","England; Norfolk; Norwich",NA,NA,183,84,"Scrum-Half"
"Q87409467","Florian Roșu","フロリアン・ロス","1993-04-20",NA,NA,NA,193,106,"Flanker; Number 8"
"Q87648088","Sam Caird","サム・ケアード","1997-03-18","New Zealand; Hamilton",NA,NA,202,116,"Lock"
"Q88695088","Sipili Falatea","シピリ・ファラテア","1997-06-06","France; Wallis and Futuna",NA,NA,184,116,"Prop"
"Q88718843","Mamoru Harada","原田 衛","1999-04-15","Japan; Hyōgo Prefecture; Itami",NA,NA,175,101,"Hooker"
"Q90312580","Marcos Moneta","マルコス・モネタ","2000-03-07","Argentina; Buenos Aires",NA,NA,181,75,"Centre"
"Q90862075","Taiji Hongō","本郷 泰司","1997-09-15","Japan; Shiga Prefecture; Ōtsu",NA,NA,182,105,"Centre"
"Q90862104","Kazuki Ban","坂 和樹","1997-09-22","Japan; Tokyo",NA,NA,182,105,"Number 8"
"Q90862126","Shūhei Takeuchi","竹内 柊平","1997-12-09","Japan; Miyazaki Prefecture",NA,NA,183,115,"Prop"
"Q90862774","Riki Sugihara","杉原 立樹","1997-11-09","Japan; Osaka Prefecture",NA,NA,184,107,"Number 8"
"Q90862802","Shunpei Miura","三浦 駿平","1997-04-30","Japan; Akita Prefecture",NA,NA,187,103,"Lock"
"Q90862853","Kazuhiro Kawata","河田 和大","1996-05-23","Japan; Saitama Prefecture",NA,NA,172,102,"Prop"
"Q90864256","Daisuke Nishikawa","西川 大輔","1997-08-24","Japan; Aichi Prefecture; Nagoya",NA,NA,183,90,"Centre"
"Q90864262","Yūta Kurihara","栗原 由太","1997-10-12","Japan; Kanagawa Prefecture; Fujisawa; Kanagawa",NA,NA,179,92,"Centre"
"Q90864264","Daigo Sasagawa","笹川 大五","1997-08-03","Japan; Tokyo; Nakano",NA,NA,185,114,"Prop"
"Q90864267","Ren Miyagami","宮上 廉","1997-05-15","Japan; Tokyo",NA,NA,178,90,"Fullback"
"Q90865528","Atsuki Kuwayama","桑山 淳生","1997-11-15","Japan; Kagoshima Prefecture",NA,NA,183,90,"Winger; Centre"
"Q90865530","Yūhei Sugiyama","杉山 優平","1997-06-05","Japan; Osaka Prefecture",NA,NA,167,70,"Scrum-Half"
"Q90865535","Shōhei Itō","伊藤 鐘平","1997-05-01","Japan; Hyōgo Prefecture; Kobe",NA,NA,190,105,"Lock"
"Q90865539","Takeshi Sasaki","佐々木 剛","1997-04-17","Japan; Aomori Prefecture; Hachinohe",NA,NA,180,98,"Number 8"
"Q90866200","Q90866200","濱野 隼大","2001-05-02","Japan; Hyōgo Prefecture; Sanda; Hyōgo",NA,NA,180,94,"Winger; Centre"
"Q90866296","RYō Kayutsuka","粥塚 諒","1997-07-30","Japan; Ibaraki Prefecture",NA,NA,185,98,"Flanker"
"Q90866575","Kenta Matsuoka","松岡 賢太","1997-06-06","Japan; Osaka Prefecture",NA,NA,175,100,"Hooker"
"Q90866587","Hyūga Shimada","島田 彪雅","2000-06-16","Japan; Osaka; Abeno-ku",NA,NA,176,112,"Prop"
"Q90866589","Tsubasa Arai","新井 翼","1997-07-14","Japan; Saitama Prefecture",NA,NA,175,85,"Centre"
"Q90866592","Ryūsei Kawasaki","川崎 龍清","1997-06-07","Japan; Iwate Prefecture; Shizukuishi",NA,NA,183,97,"Lock; Flanker"
"Q90866593","Taiki Fujii","藤井 大喜","1998-01-04","Japan; Iwate Prefecture",NA,NA,183,114,"Prop"
"Q90866594","Taichi Niizuma","新妻 汰一","1998-01-18","Japan; Saitama Prefecture",NA,NA,187,121,"Prop"
"Q90866659","Kan Nakano","中野 幹","1997-09-29","Japan; Osaka Prefecture; Takatsuki",NA,NA,176,108,"Prop"
"Q91758460","Sione Anga'aelangi","シオネ・アンガアエランギ","1988-11-07","Australia; Sydney",NA,NA,185,105,"Hooker"
"Q92673017","Q92673017","宮崎 達也","1996-04-10","Japan; Kyoto Prefecture",NA,NA,164,95,"Hooker"
"Q92673028","Shun Terawaki","寺脇 駿","1998-03-26","Japan; Osaka Prefecture",NA,NA,178,120,"Prop"
"Q92684272","Yūma Sugimoto","杉本 悠馬","1997-12-16","Japan; Tokyo",NA,NA,178,86,"Winger"
"Q92684288","Daiki Yamagiwa","山極 大貴","1997-07-24","Japan; Tokyo",NA,NA,198,113,"Lock"
"Q92684328","Takeru Motoyama","本山 尊","1998-02-23","Japan; Ōita Prefecture",NA,NA,191,107,"Lock"
"Q92684378","Miyū Arai","新井 望友","1998-02-15","Japan; Saitama Prefecture",NA,NA,171,92,"Hooker"
"Q92685583","Daisuke Iba","射場 大輔","1997-12-03","Japan; Hyōgo Prefecture",NA,NA,177,90,"Centre"
"Q92685602","Toshihiro Yamanouchi","山内 俊央","1997-12-03","Japan; Hyōgo Prefecture",NA,NA,164,71,"Scrum-Half"
"Q92685625","Q92685625","坂本 洋道","1996-04-26","Japan; Tokyo; Akishima",NA,NA,174,104,"1st Row"
"Q92685656","Rikyū Yamakawa","山川 力優","1997-05-04","Japan; Osaka Prefecture; Osaka",NA,NA,175,115,"Prop"
"Q92922698","Sosefo Fakatava","ソセフォ・ファカタヴァ","1997-10-25","Tonga",NA,NA,186,118,"Centre"
"Q92923541","Jun'ya Matsumoto","松本 純弥","2000-03-17","Japan; Kagoshima Prefecture",NA,NA,171,79,"Winger"
"Q92923727","Takanobu Minami","南 昂伸","1999-03-03","Japan; Aichi Prefecture",NA,NA,166,70,"Scrum-Half"
"Q92923864","Taiga Ishida","石田 大河","1997-10-01","Japan; Kumamoto Prefecture",NA,NA,176,88,"Fullback"
"Q92924006","Ahn Changho","安 昌豪","1997-11-20","Japan; Hyōgo Prefecture",NA,NA,178,110,"Prop"
"Q92924013","Shōta Matsuoka","松岡 将大","1997-07-31","Japan; Osaka Prefecture",NA,NA,181,111,"Prop"
"Q92924029","Yūki Yamamoto","山本 雄貴","1998-03-25","Japan; Kyoto Prefecture",NA,NA,177,80,"Centre"
"Q92924032","Kazunari Takagi","高木 一成","1997-06-23","Japan; Kanagawa Prefecture",NA,NA,176,84,"Winger; Fullback"
"Q92924092","Gakuto Ishida","石田 楽人","1998-01-09","Japan; Kanagawa Prefecture",NA,NA,181,113,"Prop"
"Q92924094","Kenshi Yamamoto","山本 剣士","1997-09-17","Japan; Hyōgo Prefecture; Himeji",NA,NA,186,115,"Prop"
"Q92924102","Kensuke Seki","積 賢佑","1997-11-15","Japan; Kumamoto Prefecture; Uto; Kumamoto",NA,NA,178,100,"Hooker; Number 8"
"Q92924108","Naoaki Horibe","堀部 直壮","1997-04-17","Japan; Fukuoka Prefecture",NA,NA,191,100,"Lock"
"Q92924177","Hisanobu Okayama","岡山 仙治","1998-02-05","Japan; Osaka Prefecture",NA,NA,168,90,"Flanker"
"Q92924190","Shinkō Tsuchiya","土谷 深浩","1998-03-19","Japan; Fukuoka Prefecture",NA,NA,185,95,"Flanker; Number 8"
"Q92924195","Tomoki Kishioka","岸岡 智樹","1997-09-22","Japan; Osaka Prefecture; Hirakata",NA,NA,173,85,"Fly-Half"
"Q92924309","Hiroyuki Yamasaki","山﨑 洋之","1998-03-08","Japan; Fukuoka Prefecture",NA,NA,175,82,"Winger"
"Q92924317","Yūhei Shimada","島田 悠平","1997-12-25","Japan; Tokyo",NA,NA,183,87,"Winger"
"Q92924322","Kim Suryung","金 秀隆","1998-01-16","Japan; Osaka Prefecture",NA,NA,186,88,"Utility Back"
"Q92924332","Maoya Nakagawa","中川 真生哉","1996-09-12","Japan; Kanagawa Prefecture; Kawasaki; Kanagawa",NA,NA,190,105,"Lock"
"Q92924337","Atsurō Tsuji","辻 惇朗","1997-08-29","Japan; Osaka Prefecture",NA,NA,187,103,"Lock; Flanker"
"Q92924376","Takuya Obata","小畑 拓也","1997-12-11","Japan; Kyoto Prefecture",NA,NA,163,70,"Scrum-Half"
"Q92924380","Kengo Gunji","郡司 健吾","1997-09-13","Japan; Ibaraki Prefecture; Mito; Ibaraki",NA,NA,184,90,"Fly-Half; Centre"
"Q92924384","Q92924384","松浦 祐太","1996-12-05","Japan; Fukuoka Prefecture",NA,NA,178,82,"Fullback"
"Q93936119","Tomás Appleton","トマス・アップルトン","1993-07-29","Portugal",NA,NA,180,83,"Winger; Centre"
"Q94670594","Michele Lamaro","ミケーレ・ラマロ","1998-06-03","Italy; Rome",NA,NA,188,103,"Flanker"
"Q95162068","Keisuke Sawaki","沢木 敬介","1975-04-12","Japan; Akita Prefecture; Oga; Akita",NA,NA,183,83,"Fly-Half"
"Q95162846","Yukio Matsumoto","松本 幸雄","1974-11-04","Japan; Hokkaido; Hakodate",NA,NA,180,97,"Flanker"
"Q96130497","Tupou Vaa'i","トゥポウ・ヴァアイ","2000-01-27","New Zealand; Auckland",NA,NA,200,118,"Lock; Flanker"
"Q96193111","Lachie Anderson","ラシー・アンダーソン","1997-08-27","Australia",NA,NA,187,92,"Number 8; Winger; Centre"
"Q96240635","Manuel Zuliani","マヌエル・ズリアーニ","2000-04-26","Italy; Castelfranco Veneto",NA,NA,186,109,"Flanker"
"Q96273331","Josua Kerevi","ケレビ ジョシュア","1992-06-18","Fiji; Lautoka",NA,NA,190,98,"Fullback"
"Q96273478","Yū Okudaira","奥平 湧","1999-05-26","Japan; Hyōgo Prefecture",NA,NA,188,95,"Winger; Centre; Fullback"
"Q96273492","Takamasa Maruo","丸尾 崇真","1999-01-08","Tokyo; Chiyoda",NA,NA,183,100,"Number 8; Flanker"
"Q96273504","Ryuga Hashimoto","箸本 龍雅","1998-11-23","Japan; Fukuoka Prefecture; Munakata; Fukuoka",NA,NA,188,107,"Lock; Number 8; Flanker"
"Q96273544","Kento Matsumoto","松本 健留","1998-07-11","Japan; Osaka; Ikuno-ku",NA,NA,176,96,"Flanker"
"Q96273552","Daisuke Yoshida","吉田 大亮","1998-07-20","Japan; Kyoto Prefecture",NA,NA,186,102,"Flanker"
"Q96273563","Gun Tajima","田嶋 グン","1999-08-19","Japan; Aomori Prefecture; Shichinohe",NA,NA,172,101,"Prop"
"Q96361584","Pierre Bruno","ピエール・ブルーノ","1996-06-28","Italy; Genoa",NA,NA,181,83,"Winger"
"Q96391928","Marco Manfredi","マルコ・マンフレディ","1997-09-18","Germany; Freiburg im Breisgau",NA,NA,183,108,"Hooker"
"Q96707312","Fisipuna Tuiaki","フィシプナ・トゥイアキ","1995-01-23","Tonga",NA,NA,188,107,"Centre"
"Q96707356","Jose Seru","セル ホゼ","1991-02-09","Fiji; Suva",NA,NA,197,101,"Flanker; Winger"
"Q96708924","Justin Coveney","ジャスティン・コベニー","1985-05-02","Philippines",NA,NA,181,102,"Winger; Centre"
"Q96709686","Dylan Riley","ディラン・ライリー","1997-05-02","Australia; Gold Coast; Queensland",NA,NA,187,102,"Centre"
"Q96714481","Ryota Kono","河野 良太","1995-12-07","Japan; Aichi Prefecture; Nagoya; Kita-ku",NA,NA,168,82,"Flanker"
"Q96744857","Luke Tagi","ルケ・タンギ","1997-06-23","Fiji; Gau Island",NA,NA,187,130,"Prop"
"Q97066449","Paolo Garbisi","パオロ・ガルビシ","2000-04-26","Italy; Veneto; Province of Vicenza; Venice",NA,NA,183,93,"Fly-Half"
"Q97095953","Dave Porecki","デイヴ・ポレクキ","1992-10-23","Australia; Sydney",NA,NA,185,108,"Hooker"
"Q97120503","Lekima Tagitagivalu","レキマ・タンギタンギヴァル","1995-12-04","Fiji; Ba (town)",NA,NA,192,109,"Flanker"
"Q97160253","Tom Parsons","トム・パーソンズ","1990-07-25","New Zealand",NA,NA,198,113,"Lock"
"Q97160290","Vatiliai Tuidraki","バティリアイ・ツイドラキ","1995-01-04","New Zealand; Auckland",NA,NA,181,98,"Centre"
"Q97160401","Malo Tuitama","マロ・ツイタマ","1996-03-23","Samoa",NA,NA,182,91,"Winger"
"Q97164006","Hamish Dalzell","ハミッシュ・ダルゼル","1996-01-16","New Zealand",NA,NA,200,113,"Lock"
"Q97273401","Q97273401","小山内 健","1996-09-22","Japan; Tokyo",NA,NA,177,110,"Prop"
"Q97273466","Q97273466","川井 太貴","1997-04-30","Japan; Osaka Prefecture",NA,NA,173,84,"Winger"
"Q97273474","Q97273474","床田 聖悟","1997-09-27","Japan; Kanagawa Prefecture; Yokohama",NA,NA,182,92,"Fullback"
"Q97496312","Netani Vakayalia","ネタニ・ヴァカヤリア","1998-02-25","Fiji; Corobou",NA,NA,181,94,"Winger"
"Q97539156","Keagen Faria","キーガン・ファリア","1994-12-10","New Zealand; Hamilton",NA,NA,183,85,"Winger; Fullback"
"Q97590099","Sekonaia Pole","セコナイア・ポレ","1995-04-02","New Zealand",NA,NA,181,112,"Hooker"
"Q98082918","Clinton Knox","クリントン・ノックス","1992-12-27","Australia",NA,NA,182,98,"Centre"
"Q98141426","Larry Sulunga","ラリー・スルンガ","1998-10-22","Tonga",NA,NA,183,93,"Winger"
"Q98147268","Zane Nonggorr","ゼイン・ノンゴール","2001-03-30","Australia; Queensland; Cairns",NA,NA,187,130,"Prop"
"Q98233613","Mesake Doge","メサケ・ドンゲ","1993-04-01","Fiji; Suva",NA,NA,178,122,"Prop"
"Q98733836","Samisoni Tua","サミソニ・トゥア","1995-05-24","Tonga",NA,NA,182,105,"Centre"
"Q98734297","Q98734297","鶴田 馨","1995-06-28","Japan; Fukuoka Prefecture",NA,NA,178,85,"Centre"
"Q98734353","Q98734353","王子 拓也","1995-04-29","Japan; Nara Prefecture; Tenri; Nara",NA,NA,179,90,"Fly-Half"
"Q98734394","Kazuma Nishikawa","西川 和眞","1996-02-14","Japan; Osaka Prefecture",NA,NA,177,113,"Prop"
"Q98734440","Hiroshi Kitajima","北島 大","1985-09-21","Japan; Hyōgo Prefecture",NA,NA,175,103,"Prop"
"Q98734481","Kim Ryom","金 廉","1996-04-01","Japan; Hyōgo Prefecture",NA,NA,175,103,"Prop"
"Q98757903","Aukuso Taumafai","タウマファイ 竜","1995-06-12","Samoa",NA,NA,192,140,"Prop"
"Q98757907","Epineri Uluiviti","エピネリ・ウルイヴァイティ","1996-07-07","Fiji",NA,NA,198,118,"Lock"
"Q98757912","Mosese Tonga","トンガ モセセ","1992-04-05","Tonga",NA,NA,173,103,"Centre"
"Q98757914","Ash Parker","パーカー アッシュ","1988-11-01","New Zealand",NA,NA,187,110,"Number 8"
"Q98757917","Ben Paltridge","ベン・ポルトリッジ","1992-09-21","Thailand",NA,NA,177,87,"Winger"
"Q98757918","Sora Roland Alaiasa","アライアサ 空ローランド","1995-07-10","New Zealand",NA,NA,172,93,"Winger"
"Q98757948","Hiroki Nakamura","中村 拓樹","1988-09-28","Japan; Osaka Prefecture; Osaka",NA,NA,170,80,"Flanker; Number 8"
"Q98758010","Q98758010","加藤 凌悠","1991-04-29","Japan; Aichi Prefecture; Nagoya",NA,NA,172,105,"Prop"
"Q98758043","Makoto Tosa","土佐 誠","1986-06-28","Japan; Yamaguchi Prefecture",NA,NA,188,112,"Flanker; Number 8"
"Q98758067","Q98758067","大塚 憂也","1995-04-15","Japan; Osaka Prefecture",NA,NA,171,96,"Hooker"
"Q98758076","Q98758076","大嶌 一平","1995-08-22","Japan; Osaka Prefecture",NA,NA,172,78,"Scrum-Half"
"Q98758110","Akihiro Ogiso","小木曽 晃大","1996-03-10","Japan; Tokyo",NA,NA,175,105,"Prop"
"Q98758131","Q98758131","小野 雄貴","1993-04-26","Japan; Gunma Prefecture; Takasaki",NA,NA,182,98,"Flanker"
"Q98758196","Q98758196","徳田 亮真","1990-03-07","Japan; Osaka Prefecture",NA,NA,188,103,"Lock"
"Q98758224","Lee Song-yong","李 城鏞","1995-04-28","Japan; Osaka Prefecture",NA,NA,171,108,"Prop"
"Q98758228","Q98758228","村上 玲央","1990-07-29","Hiroshima Prefecture; Fukuyama; Hiroshima",NA,NA,174,105,"Prop"
"Q98758356","Q98758356","真田 裕継","1993-06-21","Osaka Prefecture; Osaka",NA,NA,187,97,"Flanker"
"Q98758414","Q98758414","西舘 健太","1987-09-12","Iwate Prefecture",NA,NA,172,85,"Scrum-Half"
"Q98758436","Q98758436","金子 峻大","1994-01-26","Gunma Prefecture",NA,NA,161,78,"Scrum-Half"
"Q98758451","Q98758451","阿久田 健策","1984-09-25","Japan; Osaka Prefecture; Osaka",NA,NA,177,87,"Fullback"
"Q98959321","Iván Nemer","イヴァン・ネメル","1998-04-22","Argentina; Mar del Plata",NA,NA,180,116,"Prop"
"Q98962785","Sam Moli","サム・モリ","1998-12-24","New Zealand; Gisborne",NA,NA,185,114,"Hooker"
"Q99208658","Paul Boudehent","ポール・ブドゥアン","1999-11-21","France; Angers",NA,NA,192,107,"Flanker; Number 8"
"Q99579615","Myles Edwards","マイルズ・エドワーズ","1997-05-19","England",NA,NA,198,124,"Lock"
"Q99628893","Te Ahiwaru Cirikidaveta","テ・アヒワル・ジリキンダヴェタ","1998-04-12","New Zealand; Te Araroa",NA,NA,194,110,"Lock; Flanker; Number 8"
"Q99937592","Ruben Love","ルーベン・ラヴ","2001-04-28","New Zealand; Wellington",NA,NA,183,90,"Fly-Half; Fullback"
"Q100146692","Cristian Ojovan","クリスチアン・オジョバン","1997-01-04","Moldova; Soroka",NA,NA,183,118,"Prop"
"Q100269559","Tamaiti Williams","タマティ・ウィリアムズ","2000-08-10","New Zealand; Whangārei",NA,NA,196,144,"Prop; Number 8"
"Q100454741","Lee Seung-Sin","李　承信","2001-01-13","Japan; Hyōgo Prefecture",NA,NA,176,88,"Fly-Half; Centre; Fullback"
"Q100710310","Isaiah Punivai","イザヤ・プニヴァイ","2000-12-01","New Zealand; Lower Hutt",NA,NA,186,102,"Centre"
"Q100724880","Ollie Lawrence","オーリー・ローレンス","1999-09-18","England; West Midlands (county); Birmingham",NA,NA,180,101,"Centre"
"Q100998846","Melvyn Jaminet","メルヴィン・ジャミネ","1999-06-30","France; Var (department); Hyères",NA,NA,180,77,"Fullback; Fly-Half"
"Q101006672","Ollie Chessum","オリー・チェサム","2000-09-06","England; Boston; Lincolnshire",NA,NA,200,118,"Lock; Flanker"
"Q101199992","Q101199992","金澤章太","1987-06-24",NA,NA,NA,171,65,"Scrum-Half"
"Q101200378","Main Taira","メイン 平","2000-09-05","Japan; Miyazaki Prefecture; Miyazaki (city)",NA,NA,180,92,"Fly-Half; Centre; Fullback"
"Q101515848","Lucio Cinti","ルシオ・シンティ","2000-02-23","Argentina; Buenos Aires Province; La Plata",NA,NA,190,90,"Winger; Centre"
"Q102045544","Rory Darge","ロリー・ダージ","2000-02-23","Scotland; Edinburgh",NA,NA,186,102,"Flanker; Number 8"
"Q102129066","Yoram Moefana","ヨーラム・モエファナ","2000-07-18","France; Wallis and Futuna; Futuna (Wallis and Futuna)",NA,NA,182,95,"Centre"
"Q102246524","Q102246524","黒川 ラフィ","1994-11-09","Japan; Fukuoka Prefecture",NA,NA,178,79,"Winger"
"Q102426712","Raffaele Storti","ラファエレ・ストルティ","2000-12-19","Portugal",NA,NA,178,83,"Winger"
