"clubId","clubLabel","clubTypeLabel","inceptionMax","inceptionFormat","terminationMax","terminationFormat","nickmaneLabels","affiliationLabels","countryLabels","competitionLabels","homeVenueLabels","homeVenueCapacities","locationLabels","AllRugbyIDs","GoogleKnowlIDs","articleEn","articleFr","articleIt","articleEs","articleJa"
"Q16736340","Brussels Celtic RFC","rugby union team","1998-01-01","1998-1-1",NA,NA,NA,NA,"Belgium",NA,NA,NA,NA,NA,NA,"Brussels_Celtic_RFC",NA,NA,NA,NA
"Q16739921","Judgement Day","rugby union team","2003-01-01","2003-1-1",NA,NA,NA,NA,"Italy",NA,NA,NA,NA,NA,NA,"Judgement_Day_(rugby_union)",NA,NA,NA,NA
"Q16740012","RC Hamme","rugby union team",NA,NA,NA,NA,NA,NA,"Belgium",NA,NA,NA,NA,NA,NA,"RC_Hamme",NA,NA,NA,NA
"Q1675853","Ivory Coast national rugby union team","national rugby union team","1976-01-01","1976-1-1",NA,NA,"Éléphants",NA,"Ivory Coast",NA,NA,NA,NA,NA,NA,"Ivory_Coast_national_rugby_union_team","%C3%89quipe_de_C%C3%B4te_d%27Ivoire_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Costa_d%27Avorio","Selecci%C3%B3n_de_rugby_de_Costa_de_Marfil","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%B3%E3%83%BC%E3%83%88%E3%82%B8%E3%83%9C%E3%83%AF%E3%83%BC%E3%83%AB%E4%BB%A3%E8%A1%A8"
"Q16765172","Alba Rumburk","rugby union team",NA,NA,NA,NA,NA,NA,"Czech Republic",NA,NA,NA,"Rumburk",NA,"11b5m9pxlx",NA,NA,NA,NA,NA
"Q16775688","RK Fēnikss","rugby union team","2005-01-01","2005-1-1",NA,NA,NA,NA,"Latvia",NA,NA,NA,NA,NA,NA,"RK_F%C4%93nikss",NA,NA,NA,NA
"Q16799061","La Esperanza Rugby Club","rugby union team",NA,NA,NA,NA,NA,NA,"Honduras",NA,NA,NA,NA,NA,NA,"La_Esperanza_Rugby_Club",NA,NA,NA,NA
"Q16822225","Regbio klubas Ąžuolas","rugby union team",NA,NA,NA,NA,NA,NA,"Lithuania",NA,NA,NA,NA,NA,NA,"RK_%C4%84%C5%BEuolas",NA,NA,NA,NA
"Q16823090","Bermuda Police RFC","rugby union team","1959-01-01","1959-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q16824372","Abbotsford RFC","rugby union team",NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA,"Abbotsford_RFC",NA,NA,NA,NA
"Q16833946","RFC Arsenal Tivat","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RFC_Arsenal_Tivat",NA,NA,NA,NA
"Q16835616","Australian Maritime College Rugby Union Club","rugby union team","2012-01-01","2012-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Australian_Maritime_College_Rugby_Union_Club",NA,NA,NA,NA
"Q16838996","Gibraltar national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibraltar_national_rugby_union_team","%C3%89quipe_de_Gibraltar_de_rugby_%C3%A0_XV",NA,NA,NA
"Q16839341","Bayside Sharks","rugby union team",NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA,"Bayside_Sharks",NA,NA,NA,NA
"Q16839918","Belas Rugby Clube","rugby union team",NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"Belas_Rugby_Clube",NA,NA,NA,NA
"Q16842085","Hartpury University RFC","rugby union club","2004-01-01","2004-1-1",NA,NA,NA,NA,"United Kingdom","RFU Championship","ALPAS Arena",NA,"Hartpury",NA,NA,"Hartpury_University_R.F.C.","Hartpury_University_Rugby_Football_Club",NA,NA,"%E3%83%8F%E3%83%BC%E3%83%88%E3%83%97%E3%83%AA%E3%83%BC%E5%A4%A7%E5%AD%A6RFC"
"Q16848650","Ragbi klub Budućnost","rugby union team",NA,NA,NA,NA,NA,NA,"Montenegro",NA,NA,NA,NA,NA,NA,"Ragbi_klub_Budu%C4%87nost","Ragbi_klub_Budu%C4%87nost",NA,"Budu%C4%87nost_Podgorica_(rugby)",NA
"Q16849635","Bury St Edmunds RUFC","rugby union team","1925-01-01","1925-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Bury_St_Edmunds_RUFC",NA,NA,NA,NA
"Q16910122","Mutare Sports Club","rugby union club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mutare_Sports_Club",NA,NA,NA,NA
"Q16910294","Santa Rosa Rugby Club","rugby union club","1971-01-01","1971-1-1",NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,"Santa_Rosa_Rugby_Club","Santa_Rosa_Rugby_Club",NA,NA,NA
"Q16912004","New South Wales Country Eagles","rugby union team","2014-01-01","2014-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"New_South_Wales_Country_Eagles","New_South_Wales_Country_Eagles",NA,"New_South_Wales_Country_Eagles",NA
"Q16913248","Berisso Rugby Club","rugby union club",NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,"1q5gqx6cq",NA,NA,NA,"Berisso_Rugby_Club",NA
"Q16916170","OYUS Rugby","rugby union team",NA,NA,NA,NA,NA,NA,"Finland",NA,NA,NA,NA,NA,NA,"OYUS_Rugby",NA,NA,NA,NA
"Q16917832","Karjalan Rugby Joensuu","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karjalan_Rugby_Joensuu",NA,NA,NA,NA
"Q16917924","RK Baldone","rugby union team",NA,NA,NA,NA,NA,NA,"Latvia",NA,NA,NA,NA,NA,NA,"RK_Baldone",NA,NA,NA,NA
"Q16919837","Antwerp RC","rugby union team","1998-01-01","1998-1-1",NA,NA,NA,NA,"Belgium",NA,NA,NA,"Antwerp",NA,NA,"Antwerp_RC",NA,NA,NA,NA
"Q16920257","Romania national under-20 rugby union team","rugby union team",NA,NA,NA,NA,NA,NA,"Romania",NA,NA,NA,NA,NA,NA,"Romania_national_under-20_rugby_union_team","%C3%89quipe_de_Roumanie_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,"Selecci%C3%B3n_juvenil_de_rugby_de_Rumania","U-20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%AB%E3%83%BC%E3%83%9E%E3%83%8B%E3%82%A2%E4%BB%A3%E8%A1%A8"
"Q16920325","VRK Tigrarna","rugby union team",NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,NA,NA,NA,NA,"VRK_Tigrarna",NA,NA,NA,NA
"Q16920416","Ragbi klub Krstaši","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ragbi_klub_Krsta%C5%A1i",NA,NA,NA,NA
"Q16920545","Tešanj RK","rugby union team",NA,NA,NA,NA,NA,NA,"Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,"Te%C5%A1anj_RK",NA,NA,NA,NA
"Q16920702","Rugby Clube de Elvas","rugby union team",NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"Rugby_Clube_de_Elvas",NA,NA,NA,NA
"Q16929856","Rugby Vila da Moita","rugby union team",NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"Rugby_Vila_da_Moita",NA,NA,NA,NA
"Q16930593","IP Tomar Rugby","rugby union team",NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"IP_Tomar_Rugby",NA,NA,NA,NA
"Q16931617","RC Kochebi Bolnisi","rugby union team",NA,NA,NA,NA,NA,NA,"Georgia",NA,NA,NA,"Bolnisi",NA,NA,"RC_Kochebi_Bolnisi","Rugby_Club_Kochebi",NA,NA,NA
"Q16932226","Laugharne RFC","rugby union team","1893-01-01","1893-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Laugharne_RFC",NA,NA,NA,NA
"Q16932231","Peebles RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Peebles_RFC",NA,NA,NA,NA
"Q16932544","Les Quennevais Rugby Club, Jersey","rugby union team","1980-01-01","1980-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Les_Quennevais_Rugby_Club",NA,NA,NA,NA
"Q16932957","Sale FC Rugby Club","rugby union club","1861-01-01","1861-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,"Sale",NA,NA,"Sale_FC_Rugby_Club",NA,NA,NA,NA
"Q16933108","Grenå RK","rugby union team",NA,NA,NA,NA,NA,NA,"Denmark",NA,NA,NA,NA,NA,NA,"Gren%C3%A5_RK",NA,NA,NA,NA
"Q16933489","Neyland RFC","rugby union team","1885-01-01","1885-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Neyland_RFC",NA,NA,NA,NA
"Q16933916","Tallinna Kalev RFC","rugby union team","2006-01-01","2006-1-1",NA,NA,NA,NA,"Estonia",NA,NA,NA,"Tallinn",NA,NA,"Tallinna_Kalev_RFC",NA,NA,NA,NA
"Q16933951","LMT Regbija klubs Eži","rugby union team",NA,NA,NA,NA,NA,NA,"Latvia",NA,NA,NA,NA,NA,NA,"LMT_Regbija_klubs_E%C5%BEi",NA,NA,NA,NA
"Q16934210","Shawlands FP RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Shawlands_FP_RFC",NA,NA,NA,NA
"Q16935166","Clube de Rugby de Évora","rugby union team","1992-01-01","1992-1-1",NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"Clube_de_Rugby_de_%C3%89vora","Clube_de_Rugby_de_%C3%89vora",NA,NA,NA
"Q16935435","RK Gladijatori Derventa","rugby union team",NA,NA,NA,NA,NA,NA,"Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,"RK_Gladijatori_Derventa",NA,NA,NA,NA
"Q16935504","Whitecraigs RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Whitecraigs_RFC",NA,NA,NA,NA
"Q16937052","Tecnologia","rugby union team",NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"Tecnologia",NA,NA,NA,NA
"Q16937055","Jerusalem Lions RFC","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jerusalem_Lions_RFC",NA,NA,NA,NA
"Q16937062","RFC Märjamaa","rugby union team","2009-01-01","2009-1-1",NA,NA,NA,NA,"Estonia",NA,NA,NA,NA,NA,NA,"RFC_M%C3%A4rjamaa",NA,NA,NA,NA
"Q16938061","Uudeküla Bulldogs RFC","rugby union team","2007-01-01","2007-1-1",NA,NA,NA,NA,"Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q16938068","RK Warriors Nemila","rugby union team",NA,NA,NA,NA,NA,NA,"Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,"RK_Warriors_Nemila",NA,NA,NA,NA
"Q16938176","SK Kalve","rugby union team",NA,NA,NA,NA,NA,NA,"Latvia",NA,NA,NA,NA,NA,NA,"SK_Kalve",NA,NA,NA,NA
"Q16938409","Tartu Rugby Klubi Lelo","rugby union team","2008-01-01","2008-1-1",NA,NA,NA,NA,"Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q16938644","Moita Rugby Clube da Bairrada","rugby union team","1984-01-01","1984-1-1",NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"Moita_Rugby_Clube_da_Bairrada",NA,NA,NA,NA
"Q16938655","LLU Sporta klubs","rugby union team",NA,NA,NA,NA,NA,NA,"Latvia",NA,NA,NA,NA,NA,NA,"LLU_Sporta_klubs",NA,NA,NA,NA
"Q16938760","RK Rudar","rugby union team","1982-01-01","1982-1-1",NA,NA,NA,NA,"Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,"RK_Rudar",NA,NA,NA,NA
"Q16938847","Rugby Clube Montemor","rugby union team","1995-07-20","1995-7-20",NA,NA,NA,NA,"Portugal",NA,NA,NA,"Montemor-o-Novo",NA,"11fpp3k0wm","Rugby_Clube_Montemor",NA,NA,NA,NA
"Q16939025","RK Herceg","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RK_Herceg",NA,NA,NA,NA
"Q16941413","Ragbi klub Nikšić","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ragbi_klub_Nik%C5%A1i%C4%87",NA,NA,NA,NA
"Q16944491","Sandviken RC","rugby union team","1983-01-01","1983-1-1",NA,NA,NA,NA,"Sweden",NA,NA,NA,NA,NA,NA,"Sandviken_RC",NA,NA,NA,NA
"Q16947296","Ubuntu Rugby","rugby union team",NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"Ubuntu_Rugby",NA,NA,NA,NA
"Q16947316","Rhinos Rugby Oudenaarde","rugby union team","1999-01-01","1999-1-1",NA,NA,NA,NA,"Belgium",NA,NA,NA,NA,NA,NA,"Rhinos_Rugby_Oudenaarde",NA,NA,NA,NA
"Q16948326","Rugby da Universidade de Aveiro","rugby union team",NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"Rugby_da_Universidade_de_Aveiro",NA,NA,NA,NA
"Q16948540","Blindern Rugbyklubb","rugby union team","2010-01-01","2010-1-1",NA,NA,NA,NA,"Norway",NA,NA,NA,NA,NA,NA,"Blindern_Rugbyklubb",NA,NA,NA,NA
"Q16948704","Sporting Clube de Portugal (Rugby)","rugby union team",NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"Sporting_CP_(rugby_union)",NA,NA,NA,NA
"Q16951324","Melbourne Rebels","rugby union team","2007-01-01","2007-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Melbourne_Rising","Melbourne_Rising",NA,"Melbourne_Rising",NA
"Q16951730","Billericay Rugby Football Club","rugby union team","1956-01-01","1956-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Billericay_RFC",NA,NA,NA,NA
"Q16954353","Buenos Aires Football Club 1886","rugby union team","1886-01-01","1886-1-1","1951-01-01","1951-1-1",NA,NA,"Argentina",NA,"Buenos Aires Cricket Club Ground",NA,NA,NA,NA,"Buenos_Aires_Football_Club_(1886)",NA,NA,"Buenos_Aires_Football_Club_(1886)",NA
"Q16955769","Capilano RFC","rugby union team",NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA,"Capilano_RFC",NA,NA,NA,NA
"Q16956690","Stockholm Berserkers RFC","rugby union team","2011-01-01","2011-1-1",NA,NA,NA,NA,"Sweden",NA,NA,NA,NA,NA,NA,"Stockholm_Berserkers_RFC",NA,NA,NA,NA
"Q16957162","Mullingar RFC","rugby union team","1924-01-01","1924-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mullingar_RFC",NA,NA,NA,NA
"Q16957781","Guimarães RUFC","rugby union team","2008-01-01","2008-1-1",NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"Guimar%C3%A3es_RUFC",NA,NA,NA,NA
"Q16958426","Cinderford RFC","rugby union club","1886-01-01","1886-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,"Cinderford",NA,NA,"Cinderford_R.F.C.",NA,NA,NA,NA
"Q16958647","City of Armagh RFC","rugby union team","1875-01-01","1875-1-1",NA,NA,NA,NA,"Ireland","All-Ireland League",NA,NA,NA,NA,NA,"City_of_Armagh_RFC",NA,NA,NA,NA
"Q16962259","Asociación de Ex-Alumnos del Colegio de La Salle","rugby union club","1969-01-01","1969-1-1",NA,NA,NA,"Unión de Rugby de Buenos Aires","Argentina",NA,NA,NA,"Buenos Aires",NA,NA,"Asociaci%C3%B3n_de_Ex-Alumnos_del_Colegio_de_La_Salle",NA,NA,NA,NA
"Q16963555","Clube Rugby Famalicão","rugby union team",NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"Clube_Rugby_Famalic%C3%A3o",NA,NA,NA,NA
"Q16963576","Rugby Clube de Loulé","rugby union team",NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"Rugby_Clube_de_Loul%C3%A9",NA,NA,NA,NA
"Q16963582","RK Livonia","rugby union team","2007-01-01","2007-1-1",NA,NA,NA,NA,"Latvia",NA,NA,NA,NA,NA,NA,"RK_Livonia",NA,NA,NA,NA
"Q16965342","RC Lousã","rugby union team",NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"RC_Lous%C3%A3",NA,NA,NA,NA
"Q16966045","Clube Rugby São Miguel","rugby union team","1970-01-01","1970-1-1",NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,"Clube_Rugby_S%C3%A3o_Miguel",NA,NA,NA,NA
"Q16969795","Campbelltown Harlequins RFC","rugby union club","1972-01-01","1972-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Campbelltown_Harlequins_RFC",NA,NA,NA,NA
"Q16970383","Hobart Harlequins Rugby Union Club","rugby union team","1933-01-01","1933-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Hobart_Harlequins_Rugby_Union_Club",NA,NA,NA,NA
"Q16970426","Hunters Hill Rugby Club","rugby union team","1882-01-01","1882-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Hunters_Hill_Rugby_Club",NA,NA,NA,NA
"Q16970895","Merewether Carlton Rugby Club","rugby union team","1930-01-01","1930-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Merewether_Carlton_Rugby_Club",NA,NA,NA,NA
"Q16971042","Nedlands Rugby Union Football Club","rugby union team","1934-01-01","1934-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Nedlands_Rugby_Union_Football_Club",NA,NA,NA,NA
"Q16971053","New South Wales Country Cockatoos","rugby union team","1895-01-01","1895-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"New_South_Wales_Country_Cockatoos",NA,NA,NA,NA
"Q16971387","RC Unterföhring","rugby union team",NA,NA,NA,NA,NA,NA,"Germany",NA,NA,NA,NA,NA,NA,"RC_Unterf%C3%B6hring",NA,NA,NA,NA
"Q16972752","Woollahra Colleagues RFC","rugby union team","1933-01-01","1933-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Woollahra_Colleagues_RFC",NA,NA,NA,NA
"Q16973676","Devonport Services R.F.C.","rugby union team","1904-01-01","1904-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Devonport_Services_R.F.C.",NA,NA,NA,NA
"Q16975055","Espoo Rugby Club","rugby union team","2013-01-01","2013-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Espoo_Rugby_Club",NA,NA,NA,NA
"Q16975875","Regbio klubas Vairas","rugby union team",NA,NA,NA,NA,NA,NA,"Lithuania",NA,NA,NA,NA,NA,NA,"Regbio_klubas_Vairas",NA,NA,NA,NA
"Q16976488","Sligo RFC","rugby union team","1890-01-01","1890-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA,"Sligo_RFC",NA,NA,NA,NA
"Q16977531","Swilers RFC","rugby union team",NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA,"Swilers_RFC",NA,NA,NA,NA
"Q16977684","Kilunda RFC","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kilunda_RFC",NA,NA,NA,NA
"Q16980289","BrigandZe Rugby Compagnie","rugby union team","2008-01-01","2008-1-1",NA,NA,NA,NA,"Belgium",NA,NA,NA,NA,NA,NA,"BrigandZe_Rugby_Compagnie",NA,NA,NA,NA
"Q16980460","Louisiana State University rugby","rugby union team",NA,NA,NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,"Louisiana_State_University_rugby",NA,NA,NA,NA
"Q16980465","University of Northern Colorado Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,"University_of_Northern_Colorado_rugby_football_club",NA,NA,NA,NA
"Q16984995","St. Louis Ramblers","rugby union team","1932-01-01","1932-1-1",NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,"St._Louis_Ramblers",NA,NA,NA,NA
"Q16989138","Dartmouth Rugby","rugby union team","1951-01-01","1951-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dartmouth_Rugby",NA,NA,NA,NA
"Q16989264","East Grinstead Rugby Football Club","rugby union team","1929-01-01","1929-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"East_Grinstead_RFC",NA,NA,NA,NA
"Q16992168","Finchley RFC","rugby union team","1925-01-01","1925-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Finchley_RFC",NA,NA,NA,NA
"Q16992225","Flamingoes F.C.","rugby union team","1866-01-01","1866-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Flamingoes_F.C.",NA,NA,NA,NA
"Q16992237","Flintshire Falcons","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flintshire_Falcons",NA,NA,NA,NA
"Q16992836","Gilfach Goch RFC","rugby union team","1889-01-01","1889-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Gilfach_Goch_RFC",NA,NA,NA,NA
"Q16993693","Harris Academicals RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Harris_Academicals_RFC",NA,NA,NA,NA
"Q16993957","Hereford Rugby Club","rugby union team","1870-01-01","1870-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Hereford_RFC",NA,NA,NA,NA
"Q169941","Cardiff Rugby","rugby union club","2003-01-01","2003-1-1",NA,NA,NA,"Welsh Rugby Union","United Kingdom","United Rugby Championship","Cardiff Arms Park","12125","Cardiff",NA,NA,"Cardiff_Rugby","Cardiff_Rugby","Cardiff_Rugby","Cardiff_Rugby","%E3%82%AB%E3%83%BC%E3%83%87%E3%82%A3%E3%83%95%E3%83%BB%E3%83%96%E3%83%AB%E3%83%BC%E3%82%BA"
"Q16994142","Holbeck Rugby Club","rugby union team",NA,NA,"1904-01-01","1904-1-1",NA,NA,"United Kingdom",NA,"Elland Road; Holbeck Recreation ground",NA,NA,NA,NA,"Holbeck_Rugby_Club",NA,NA,NA,NA
"Q16994364","Hove Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Hove_Rugby_Club",NA,NA,NA,NA
"Q16994425","Hull RUFC","rugby union team","1992-01-01","1992-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Hull_RUFC",NA,NA,NA,NA
"Q16996774","Llanharan RFC","rugby union team","1891-01-01","1891-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llanharan_RFC",NA,NA,NA,NA
"Q16996776","Llantwit Major RFC","rugby union team","1889-01-01","1889-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llantwit_Major_RFC",NA,NA,NA,NA
"Q16996879","London Irish Amateur","rugby union team","1999-01-01","1999-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"London_Irish_Amateur",NA,NA,NA,NA
"Q16997117","Luton Rugby Club","rugby union team","1930-01-01","1930-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Luton_RFC",NA,NA,NA,NA
"Q16997369","Market Bosworth RFC","rugby union team","1965-01-01","1965-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Market_Bosworth_RFC",NA,NA,NA,NA
"Q16998881","Newlyn RFC","rugby union team","1894-01-01","1894-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Newlyn_RFC",NA,NA,NA,NA
"Q16998904","Newport Saracens RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Newport_Saracens_RFC",NA,NA,NA,NA
"Q16998949","Newtown RFC","rugby union team","1925-01-01","1925-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Newtown_RFC",NA,NA,NA,NA
"Q16999348","Yizre'el RC","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yizre%27el_RC",NA,NA,NA,NA
"Q17000271","Manukau Rovers RFC","rugby union team",NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA,"Manukau_Rovers_RFC",NA,NA,NA,NA
"Q17004850","RC Army Tbilisi","rugby union team",NA,NA,NA,NA,NA,NA,"Georgia",NA,NA,NA,NA,NA,NA,"RC_Army_Tbilisi","Rugby_Club_Armia",NA,NA,NA
"Q17013357","Meraloma Rugby","rugby union team","1923-01-01","1923-1-1",NA,NA,NA,NA,"Canada",NA,NA,NA,"Vancouver",NA,NA,"Meraloma_Rugby",NA,NA,NA,NA
"Q17013952","Thurrock T-Birds","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Thurrock_T-Birds",NA,NA,NA,NA
"Q17015680","Nottinghamians","rugby union team","1971-01-01","1971-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Nottinghamians",NA,NA,NA,NA
"Q17015687","Wasps Ladies","rugby union team","1984-01-01","1984-1-1",NA,NA,NA,NA,"United Kingdom","Premier 15s",NA,NA,"London",NA,NA,"Wasps_Women",NA,NA,NA,NA
"Q17015723","Kenfig Hill RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Kenfig_Hill_RFC",NA,NA,NA,NA
"Q17015840","Old Centralians","rugby union team","1982-01-01","1982-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Old_Centralians",NA,NA,NA,NA
"Q17015857","Old Colfeians","rugby union team","1928-01-01","1928-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Old_Colfeians",NA,NA,NA,NA
"Q17016156","Paignton Rugby Football Club","rugby union team","1873-01-01","1873-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Paignton_RFC",NA,NA,NA,NA
"Q17016373","Percy Park RFC","rugby union team","1872-01-01","1872-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Percy_Park_RFC",NA,NA,NA,NA
"Q17017546","Ruthin RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Ruthin_RFC",NA,NA,NA,NA
"Q17017658","Old Halesonians RFC","rugby union team","1930-01-01","1930-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Old_Halesonians_RFC",NA,NA,NA,NA
