"clubId","clubLabel","clubTypeLabel","inceptionMax","inceptionFormat","terminationMax","terminationFormat","nickmaneLabels","affiliationLabels","countryLabels","competitionLabels","homeVenueLabels","homeVenueCapacities","locationLabels","AllRugbyIDs","GoogleKnowlIDs"
"Q6658676","Liversedge RFC","rugby union team","1877-01-01","1877-1-1","1906-01-01","1906-1-1",NA,NA,"United Kingdom",NA,"Whitcliffe; King George V playing field, Liversedge",NA,NA,NA,NA
"Q6659677","Livingston RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6661133","Llandaff North RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6661135","Llandaff RFC","rugby union team","1876-01-01","1876-1-1",NA,NA,NA,NA,"Wales",NA,NA,NA,NA,NA,NA
"Q6661192","Llandeilo RFC","rugby union team","1871-01-01","1871-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6661259","Llandudno RFC","rugby union team","1952-01-01","1952-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6661264","Llandybie RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6661293","Llanelli Wanderers RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6661447","Llangefni RFC","rugby union team","1972-01-01","1972-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6661461","Llangennech RFC","rugby union team","1885-01-01","1885-1-1",NA,NA,"Bois y Llan",NA,"Wales; United Kingdom",NA,NA,NA,NA,NA,NA
"Q6661599","Llanhilleth RFC","rugby union team","1894-01-01","1894-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6661608","Llanidloes RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6661624","Llanishen RFC","rugby union team","1962-01-01","1962-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6661803","Llantrisant RFC","rugby union team","1888-01-01","1888-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6661812","Llantwit Fardre RFC","rugby union team","1946-01-01","1946-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6662913","Llwynypia RFC","rugby union team","1891-01-01","1891-1-1",NA,NA,NA,NA,"Wales",NA,NA,NA,NA,NA,NA
"Q6664959","Loch Lomond RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q666510","Southland RFU","rugby union team","1887-01-01","1887-1-1",NA,NA,NA,NA,"New Zealand",NA,"Rugby Park Stadium",NA,"Invercargill",NA,NA
"Q6668737","Lokomotiv RFC","rugby union team",NA,NA,NA,NA,NA,NA,"Bulgaria",NA,NA,NA,NA,NA,NA
"Q666949","Mongolia national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Mongolia",NA,NA,NA,NA,NA,NA
"Q6670288","London Cornish Rugby Football Club","rugby union team","1962-01-01","1962-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6673838","Longford RFC","rugby union team","1921-01-01","1921-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q6674363","Longton Rugby Club","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q667932","Otago RFU","rugby union team","1881-01-01","1881-1-1",NA,NA,NA,NA,"New Zealand",NA,"Forsyth Barr Stadium",NA,"Dunedin",NA,NA
"Q6682316","Los Angeles Rebellion","rugby union team","2001-01-01","2001-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA
"Q6686168","Loughborough RFC","rugby union team","1891-01-01","1891-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6686175","Loughborough Students RUFC","rugby union team","1919-01-01","1919-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6686228","Loughor RFC","rugby union team","1882-01-01","1882-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q670755","Switzerland national rugby union team","national rugby union team","1973-04-11","1973-4-11",NA,NA,"Le XV de l'edelweiss",NA,"Switzerland",NA,NA,NA,NA,NA,NA
"Q6707732","Lydney RFC","rugby union team","1888-01-01","1888-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6708205","Lymm RFC","rugby union team","1960-01-01","1960-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q67087991","Lokomotiv Penza","rugby union club",NA,NA,NA,NA,NA,NA,"Russia",NA,"Q106786479",NA,NA,NA,"11hzv3kqm0"
"Q67200317","Q67200317","rugby union team","1920-04-01","1920-4-1",NA,NA,NA,NA,"France",NA,NA,NA,"Mimizan",NA,"11h56jbxf3"
"Q6722862","Maccabi RFC","rugby union club","1969-01-01","1969-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,"Bondi Beach",NA,NA
"Q6722935","Macclesfield R.U.F.C.","rugby union team","1877-01-01","1877-1-1",NA,NA,NA,NA,"United Kingdom","National League 2 North",NA,NA,NA,NA,NA
"Q6723487","Machen RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6728475","Madras College FP RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6729310","Maesteg Celtic RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6729311","Maesteg Harlequins RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6735439","Maidenhead RFC","rugby union team","1922-01-01","1922-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6735518","Maidstone FC","rugby union team","1880-01-01","1880-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6741072","Malahide RFC","rugby union team","1922-01-01","1922-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q6745084","Malvern RFC","rugby union team","1934-01-01","1934-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q674994","Macau national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Macau",NA,NA,NA,NA,NA,NA
"Q6751679","Mansfield Rugby Club","rugby union team","1956-01-01","1956-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q675305","Exeter Chiefs","rugby union club","1871-01-01","1871-1-1",NA,NA,"the Chiefs","Rugby Football Union","United Kingdom","Premiership Rugby","Sandy Park","10744","Exeter","exeter",NA
"Q675856","Cyprus national rugby union team","national rugby union team","2007-03-24","2007-3-24",NA,NA,"Τα Αγρινά",NA,"Cyprus",NA,NA,NA,NA,NA,NA
"Q6765660","Marist Brothers Old Boys RFC","rugby union team","1908-01-01","1908-1-1",NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA
"Q6771676","Marlborough Nomads","rugby union team","1868-01-01","1868-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6772766","Marr RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,"Troon",NA,NA
"Q6773260","Marseille Provence XV","rugby union team","2000-01-01","2000-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Marseille",NA,NA
"Q67912841","Lochaber RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11fm_474sv"
"Q67913273","Helensburgh RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11h4zr1nbw"
"Q67913274","Cowal RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11hztsdy8h"
"Q67913290","Hawick and Wilton RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11hzcy9_tz"
"Q67913309","Alloa RFC","rugby union team","1931-01-01","1931-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11hzlfkm26"
"Q67913328","Stewartry RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11h4ylnfv4"
"Q67913330","Wigtownshire RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6806628","Medicals RFC","rugby union team","1898-01-01","1898-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6807390","Medvék RK","rugby union team","2003-01-01","2003-1-1",NA,NA,NA,NA,"Hungary",NA,NA,NA,NA,NA,NA
"Q6811862","Melbourne Rugby Football Club","rugby union team","1982-01-01","1982-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6818468","Merchistonian FC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6820679","Merthyr RFC","rugby union team","1876-01-01","1876-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6827480","Miami Women's Rugby Club","rugby union team","1999-01-01","1999-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA
"Q68375523","Lanark RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11fm_4jjgj"
"Q68376322","Bishopton RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11h51zwc12"
"Q68376692","Waysiders Drumpellier","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11hzslmhhp"
"Q68377166","Birkmyre RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11fmvkjsxq"
"Q68377625","Lenzie RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11hzl27z_t"
"Q68377627","Clydebank RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11hzlhvsdq"
"Q68377636","Allan Glen's RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11fmrqmqw1"
"Q68377641","Hyndland RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11hzy8ptw9"
"Q68377644","Cartha RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11hzy8n8pl"
"Q68377650","Queens Park F.P.","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11fmzt9b7t"
"Q6840934","Mid Canterbury Rugby Football Union","rugby union club","1904-01-01","1904-1-1",NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA
"Q6841755","Middlebury College Rugby Club","rugby union club","1972-01-01","1972-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,"Middlebury",NA,NA
"Q6841859","Middlesbrough RUFC","rugby union team","1872-01-01","1872-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6844162","Mighty Minnows","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q684546","Armenia national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Armenia",NA,NA,NA,NA,NA,NA
"Q6860130","Millwall Rugby Club","rugby union team","1995-01-01","1995-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q686057","Rotherham R.U.F.C.","rugby union club","1923-01-01","1923-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6868001","Minneapolis Mayhem","rugby union team",NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA
"Q6883038","Mitsubishi Sagamihara DynaBoars","rugby union team","1981-01-01","1981-1-1",NA,NA,NA,NA,"Japan","Japan Rugby League One","Sagamihara Gion Stadium",NA,NA,NA,NA
"Q6890346","Moffat RFC","rugby union team","1994-01-01","1994-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6894166","Mohicans Football Club","rugby union team","1869-01-01","1869-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6895736","Mold RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6900983","Monkstown Football Club","rugby union team","1883-01-01","1883-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q6901107","Monmouth RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,"Monmouth; Druid's Head Inn",NA,NA
"Q6901115","Monmouth Rugby Club","rugby union team","1973-01-01","1973-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA
"Q6906248","Montreal Barbarians","rugby union team",NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA
"Q6911569","Morgan Academy RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6912548","Morley R.F.C.","rugby union team","1878-01-01","1878-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6914101","Morriston RFC","rugby union team","1876-01-01","1876-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q692299","Ordizia RE","rugby union club","1973-01-01","1973-1-1",NA,NA,NA,NA,"Spain",NA,NA,NA,NA,NA,NA
"Q6924868","Mountain Ash RFC","rugby union team","1875-01-01","1875-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6925828","Mounts Bay RFC","rugby union team","1999-01-01","1999-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6935358","Mumbles RFC","rugby union team","1887-01-01","1887-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6939543","Murrayfield Wanderers RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6943105","Musselburgh RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q695374","Germany national rugby union team","national rugby union team","1927-04-17","1927-4-17",NA,NA,"Schwarze Adler",NA,"Germany",NA,NA,NA,NA,NA,NA
"Q6955480","NTNUI Rugby","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q6956670","Naas RFC","rugby union team","1922-01-01","1922-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q6964269","Nant Conwy RFC","rugby union team","1980-01-01","1980-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6964396","Nantyffyllon RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6964397","Nantyglo RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6964402","Nantymoel RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6965587","Narberth RFC","rugby union team","1882-01-01","1882-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q6966973","Nashville Grizzlies RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA
"Q6982078","Navan R.F.C.","rugby union team",NA,NA,NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q6990701","Nelson RFC","rugby union team","1934-01-01","1934-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7005690","New Brighton FC","rugby union club","1875-01-01","1875-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,"Moreton",NA,NA
"Q7011348","New Ross RFC","rugby union team","1970-01-01","1970-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q7012158","New Tredegar RFC","rugby union team","1977-01-01","1977-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7015235","New Zealand Barbarians","rugby union club","1937-01-01","1937-1-1",NA,NA,NA,NA,"New Zealand",NA,NA,NA,"Kingsland",NA,NA
"Q7015419","New Zealand Heartland XV","national rugby union team",NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA
"Q7016264","New Zealand national under-19 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA
"Q7016267","New Zealand national under-21 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA
"Q7016275","New Zealand national under-20 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA
"Q7017241","Newbury R.F.C.","rugby union team","1928-01-01","1928-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7017409","Newcastle Emlyn RFC","rugby union team","1977-01-01","1977-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7017465","Newcastle Ravens","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7018743","Newport Salop RUFC","rugby union team","1871-01-01","1871-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7018861","Newport HSOB RFC","rugby union team","1923-01-01","1923-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7019141","Newry RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7020130","Newton Abbot RFC","rugby union team","1873-01-01","1873-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q70243155","RC CSKA Moscow","rugby union club",NA,NA,NA,NA,NA,NA,"Russia",NA,NA,NA,"Москва",NA,"11fzsd8qp5"
"Q7048435","Nomads RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7055143","North Dorset Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7055788","North Kildare RFC","rugby union team","1928-01-01","1928-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q7056038","North Manchester Rugby Club","rugby union team","1921-01-01","1921-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7056065","North Meath RFC","rugby union team","2007-01-01","2007-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q7056706","North Shore Rugby Football Club","rugby union team","1873-01-01","1873-1-1",NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA
"Q7057178","North Walsham R.F.C.","rugby union team","1962-01-01","1962-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7057523","North of Ireland F.C.","rugby union team","1868-01-01","1868-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q7058067","Northeastern University Rugby Club","rugby union team","1984-01-01","1984-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,"Brookline",NA,NA
"Q7058351","Northern Football Club","rugby union club","1875-01-01","1875-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7059592","Northolt Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7063469","Notre Dame Rugby Football Club","rugby union team","1961-01-01","1961-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA
"Q7063672","Nottingham Moderns R.F.C","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7069804","Nuneaton RFC","rugby union club","1879-01-01","1879-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7073813","Oakdale RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7074227","Oakthorpe Invitational","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7083374","Old Albanian RFC","rugby union team","1924-01-01","1924-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7083494","Old Blues RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7083546","Old Brodleians","rugby union team","1930-01-01","1930-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7083657","Old Christians Club","rugby union club","1692-12-01","1692-12-1",NA,NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA
"Q7083906","Old Elthamians","rugby union team","1911-01-01","1911-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7084108","Old Gold Rugby","rugby union club","1974-01-01","1974-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA
"Q7084263","Old Illtydians RFC","rugby union team","1928-01-01","1928-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7084508","Old Merchant Taylors' FC","rugby union team","1882-01-01","1882-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7084641","Old Northamptonians RFC","rugby union team","1923-01-01","1923-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7084707","Old Patesians R.F.C.","rugby union team","1913-01-01","1913-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7084711","Old Penarthians RFC","rugby union team","1923-01-01","1923-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7084827","Old Redcliffians","rugby union team","1918-01-01","1918-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7085172","Old Swinford Hospital RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7085412","Old Wheatleyans RFC","rugby union team","1928-01-01","1928-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7088456","Olney RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7089195","Olympique Marcquois Rugby","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Marcq-en-Barœul",NA,NA
"Q7089249","Olympus Rugby XV Madrid","rugby union team","2009-01-01","2009-1-1",NA,NA,NA,NA,"Spain",NA,NA,NA,NA,NA,NA
"Q7107044","Oslo RK","rugby union team","1964-01-01","1964-1-1",NA,NA,NA,NA,"Norway",NA,NA,NA,NA,NA,NA
"Q7113927","Overseas RUFC","rugby union team","1946-01-01","1946-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q7113937","Overseas Unions rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7115345","Oxford Harlequins Rugby Football Club","rugby union team","1996-01-01","1996-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7125194","Paisley RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7132791","Paphos Tigers","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q7138616","Parkmore RFC","rugby union team","1907-01-01","1907-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q714402","Chinese Taipei national rugby union team","national rugby union team","1969-03-14","1969-3-14",NA,NA,NA,NA,"中華民國",NA,NA,NA,NA,NA,NA
"Q7161953","Pembroke Dock Harlequins RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7161970","Pembroke RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7162165","Penallta RFC","rugby union team","1952-01-01","1952-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7162346","Penclawdd RFC","rugby union team","1888-01-01","1888-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7162349","Pencoed RFC","rugby union team","1888-01-01","1888-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7162872","Penicuik RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7164613","Penrith RUFC","rugby union team","1881-01-01","1881-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7165335","Pentyrch RFC","rugby union team","1882-01-01","1882-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7165410","Penygraig RFC","rugby union team","1877-01-01","1877-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7170932","Perthshire RFC","rugby union team","1868-01-01","1868-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7194094","Pill Harriers RFC","rugby union team","1880-01-01","1880-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7228068","Pontardawe RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7232191","Portobello RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7241893","Preston Grasshoppers R.F.C.","rugby union team","1869-09-28","1869-9-28",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,"Preston",NA,NA
"Q7241930","Preston Lodge RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7245002","Princeton Rugby","rugby union club","1876-01-01","1876-1-1",NA,NA,NA,NA,"United States of America","Ivy Rugby Conference",NA,NA,NA,NA,NA
"Q7262777","Pwllheli RFC","rugby union team","1972-01-01","1972-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q7269730","Queanbeyan Whites","rugby union team","1954-01-01","1954-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA
"Q7270137","Queen's University RFC","rugby union team","1869-01-01","1869-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q7276157","RC Aia","rugby union team",NA,NA,NA,NA,NA,NA,"Georgia",NA,"Aia Arena",NA,"Kutaisi",NA,"11gdgrqj90"
"Q7276158","RC Antares","rugby union club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
